证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
西南证券,2023-03-31,225544309.69,279126442.25,600369,,737720653.27,-0.096,0.895,3.794,0.033941,37.836,
三房巷,2023-03-31,101976815.38,135558382.13,600370,4854638018.16,4952206483.41,-0.095,1.405,1.7581,0.026172,2.737,1.97
万向德农,2023-03-31,34527980.25,38376652.24,600371,57513760.83,85440752.59,-0.044,5.683,2.0765,0.118013,44.916,32.69
中航电子,2023-03-31,210791017.44,240269549.19,600372,1710685478.89,2466706342.71,-0.508,1.698,6.4742,0.109913,9.741,30.65
中文传媒,2023-03-31,427955022.54,445565255.37,600373,1590096242.38,2491320073.73,-0.56,2.389,13.2197,0.315819,17.885,36.17
汉马科技,2023-03-31,-45938803.79,-48142091.04,600375,653762978.24,613570357.3,-0.349,-36.353,0.1931,-0.070209,-7.846,-6.55
首开股份,2023-03-31,-944701212.22,-961878490.94,600376,3122500927.21,3635164488.61,0.565,-3.765,9.2077,-0.366225,-26.46,14.1
宁沪高速,2023-03-31,1227071673.5,1602955660.61,600377,1951205895.35,3629503688.1,0.322,3.707,6.5705,0.243575,44.165,46.24
昊华科技,2023-03-31,227820566.77,239274267.16,600378,1578589237.84,2057715959.56,-0.055,2.697,9.2661,0.249947,11.628,23.28
宝光股份,2023-03-31,9321096.19,12393861.29,600379,308325514.11,360197624.65,-0.329,1.414,1.9968,0.028229,3.441,14.4
健康元,2023-03-31,462746183.03,1048553253.63,600380,1713465807.02,4559049786.82,0.129,3.462,6.9278,0.239866,22.999,62.42
青海春天,2023-03-31,-28718503.69,-27451702.32,600381,19585663.92,56346354.72,-0.047,-1.909,2.5623,-0.048919,-48.72,65.24
ST广珠,2023-03-31,77538199.65,104515786.85,600382,43747028.87,170910413.15,-0.026,2.075,4.7369,0.098282,61.152,74.4
金地集团,2023-03-31,507785464.16,491684853.32,600383,11828406064.16,14336941338.17,-1.013,0.777,14.4746,0.112477,3.429,17.5
北巴传媒,2023-03-31,-7132558.65,1411539.52,600386,885580664.31,1055353909.19,-0.019,-0.39,2.2694,-0.008845,0.134,16.09
海越能源,2023-03-31,16790635.6,29054558.54,600387,565316271.54,618494686.88,-0.418,0.536,6.6859,0.035866,4.698,8.6
ST龙净,2023-03-31,184902099.85,210208415.54,600388,1895239033.72,2417982327.67,-0.181,2.415,6.8547,0.171231,8.694,21.62
江山股份,2023-03-31,123637564.73,153025794.85,600389,1102575115.89,1352672296.69,0.317,3.57,11.3408,0.404882,11.313,18.49
五矿资本,2023-03-31,953517471.23,1475132235.43,600390,188043631.4,185240911.12,-0.508,1.928,9.218,0.211984,796.332,-1.51
航发科技,2023-03-31,-10827360.13,1349336.94,600391,642376318.55,741403333.46,-0.903,-0.702,4.6715,-0.032797,0.182,13.36
盛和资源,2023-03-31,77378294.8,85341524.96,600392,4197048323.72,4803402692.53,-0.086,0.805,5.4833,0.044145,1.777,12.62
粤泰股份,2023-03-31,-93973666.72,-78792878.27,600393,134347800.13,168704203.02,0.005,-3.353,1.1049,-0.037052,-46.705,20.36
盘江股份,2023-03-31,350468143.57,393069059.79,600395,2031449035.22,2862826802.52,0.28,2.898,5.6343,0.163265,13.73,29.04
*ST金山,2023-03-31,-253342397.75,-286948000.43,600396,2069193322.63,2026773048.34,-0.471,,-1.385,-0.172025,-14.158,-2.09
安源煤业,2023-03-31,56875065.47,74899377.77,600397,1467527517.11,1666821024.36,0.075,8.799,0.6529,0.057452,4.494,11.96
海澜之家,2023-03-31,803193249.37,1014154601.36,600398,3148866748.28,5681754432.7,0.333,5.216,14.9318,0.185941,17.849,44.58
抚顺特钢,2023-03-31,60222965.85,52298316.3,600399,1787315054.71,2008580081.26,-0.348,0.985,3.1006,0.030537,2.604,11.02
红豆股份,2023-03-31,31457747.04,40381067.86,600400,410932950.83,655097822.68,0.003,1.038,1.3161,0.013659,6.164,37.27
大有能源,2023-03-31,314656171.9,410655146.31,600403,1151191306.27,2003737562.8,0.195,3.799,3.464,0.131611,20.494,42.55
动力源,2023-03-31,-46009108.71,-47174796.29,600405,126568269.04,171544365.07,0.008,-5.51,1.5092,-0.083158,-27.5,26.22
国电南瑞,2023-03-31,525713864.41,627180198.58,600406,4515648994.69,6195037934.49,-0.303,1.219,6.4406,0.078529,10.124,27.11
安泰集团,2023-03-31,-123146471.26,-122296502.9,600408,2689488869.88,2638766862.04,0.122,-5.135,2.3821,-0.122315,-4.635,-1.92
三友化工,2023-03-31,-97317622.44,49294964.81,600409,4612607335.37,5458613209.57,0.027,-0.738,6.3867,-0.047142,0.903,15.5
华胜天成,2023-03-31,61368462.66,68575621.34,600410,810210165.84,937406921.63,0.271,1.352,4.1392,0.055968,7.315,13.57
小商品城,2023-03-31,1222157366.22,1373160601.19,600415,1462362961.62,2120334936.46,-0.057,7.39,3.0146,0.222774,64.761,31.03
湘电股份,2023-03-31,102204806.26,107527445.96,600416,938577010.62,1151247697.9,-0.046,1.453,5.3078,0.077112,9.34,18.47
江淮汽车,2023-03-31,148002787.32,176366189.45,600418,9522760111.26,10768553474.06,0.826,1.074,6.3084,0.067767,1.638,11.57
天润乳业,2023-03-31,54979469.2,67881696.98,600419,504684462.53,631264265.05,0.184,2.326,7.3829,0.171709,10.753,20.05
国药现代,2023-03-31,179223645.37,322294798.52,600420,2032906063.36,3417169160.61,0.23,1.709,8.723,0.15291,9.432,40.51
华嵘控股,2023-03-31,-1667971.77,-1834428.16,600421,22302634.61,26204510.04,-0.012,-8.644,0.0987,-0.008527,-7.0,14.89
昆药集团,2023-03-31,131027307.13,169611704.12,600422,1066558649.18,1910049890.78,-0.735,2.562,6.7455,0.17283,8.88,44.16
柳化股份,2023-03-31,2020023.05,2020023.05,600423,28795082.21,29435798.46,0.016,0.461,0.5487,0.002529,6.862,2.18
青松建化,2023-03-31,7082993.75,11555272.44,600425,541821028.09,620082960.02,-0.024,0.119,3.7014,0.004414,1.864,12.62
华鲁恒升,2023-03-31,781651348.05,915223962.74,600426,4831630611.74,6053331079.78,0.377,2.817,13.0666,0.368127,15.119,20.18
中远海特,2023-03-31,388808132.13,479518583.39,600428,2322190484.03,2972585565.06,0.253,3.524,5.1404,0.181123,16.131,21.88
三元股份,2023-03-31,41756090.07,35699340.81,600429,1645628021.95,2167953044.95,-0.117,0.833,3.3013,0.027487,1.647,24.09
冠豪高新,2023-03-31,7937834.84,8459146.42,600433,1462780756.03,1625328301.03,-0.316,0.15,2.869,0.004303,0.52,10.0
北方导航,2023-03-31,24551816.54,34682084.47,600435,424305090.64,584131782.24,0.007,0.95,1.7266,0.016393,5.937,27.36
片仔癀,2023-03-31,769681318.05,939621690.27,600436,1359488811.91,2629517630.49,1.052,6.355,20.0758,1.275749,35.734,48.3
通威股份,2023-03-31,8601459571.72,12670787830.75,600438,18901032832.51,33244592718.88,0.499,12.397,14.9755,1.910605,38.114,43.15
瑞贝卡,2023-03-31,3956849.18,4368189.82,600439,212446204.25,302419822.96,0.047,0.141,2.4863,0.003495,1.444,29.75
国机通用,2023-03-31,9713108.01,10350178.2,600444,109293624.9,128697490.99,-0.188,1.449,4.5775,0.066336,8.042,15.08
金证股份,2023-03-31,-58471586.85,-82753621.91,600446,1062360153.26,1263639604.34,-0.263,-1.593,3.9012,-0.06215,-6.549,15.93
华纺股份,2023-03-31,1108326.78,1430359.35,600448,563823491.18,636399707.18,0.182,0.088,2.007,0.00176,0.225,11.4
宁夏建材,2023-03-31,6462680.17,6696383.39,600449,1087348436.74,1140007215.15,-0.974,0.092,14.7394,0.013515,0.587,4.62
涪陵电力,2023-03-31,115514538.03,126452254.35,600452,680670102.61,826313099.91,0.216,2.442,5.1714,0.126299,15.303,17.63
博通股份,2023-03-31,469750.43,297331.29,600455,39140837.9,63493098.2,-0.687,0.195,3.8596,0.007521,0.468,38.35
宝钛股份,2023-03-31,136758159.41,186943021.94,600456,1527195672.77,1874790592.72,-0.031,2.16,13.2512,0.286238,9.971,18.54
时代新材,2023-03-31,108351036.93,116850485.75,600458,3438721924.6,4014133557.96,-0.834,1.917,7.039,0.134967,2.911,14.33
贵研铂业,2023-03-31,157724122.39,197715884.69,600459,9734773976.22,10085586771.03,-0.766,2.575,8.0491,0.207241,1.96,3.48
士兰微,2023-03-31,213594470.2,233716222.38,600460,1525425686.28,2066205134.62,-0.166,2.745,5.4952,0.150836,11.311,26.17
洪城环境,2023-03-31,291073305.18,384130272.6,600461,1507473277.96,2069967027.57,0.288,3.932,6.5318,0.267012,18.557,27.17
ST九有,2023-03-31,-9753678.46,-11305421.01,600462,32003412.47,39977325.59,0.014,-32.998,0.0479,-0.015806,-28.28,19.95
空港股份,2023-03-31,-40345374.97,-51269455.11,600463,136480222.59,128412269.43,-0.06,-3.516,3.8247,-0.134485,-39.926,-6.28
*ST蓝光,2023-03-31,-672098240.69,-667240359.83,600466,4181654325.46,4503975846.82,-0.018,,-8.0803,-0.221454,-14.814,7.16
好当家,2023-03-31,7531125.75,8758105.73,600467,180923097.2,242848765.34,0.015,0.224,2.301,0.005155,3.606,25.5
百利电气,2023-03-31,29107408.58,38036288.56,600468,382638894.89,500151183.76,-0.059,1.459,1.8348,0.02676,7.605,23.5
风神股份,2023-03-31,51000849.58,59388605.29,600469,1044853609.26,1270988865.08,0.137,1.706,4.0987,0.069917,4.673,17.79
六国化工,2023-03-31,14692971.46,26118074.48,600470,1350765761.14,1511436473.03,-0.62,0.808,3.4849,0.028169,1.728,10.63
华光环能,2023-03-31,220870337.83,299598215.32,600475,1769275640.79,2206009103.61,-0.077,2.757,8.4877,0.233999,13.581,19.8
湘邮科技,2023-03-31,-2396838.52,-1560109.97,600476,81630800.86,97277460.51,-0.141,-1.938,0.7679,-0.014881,-1.604,16.08
杭萧钢构,2023-03-31,63740158.02,93850485.66,600477,1611893709.9,1974880691.79,-0.112,1.24,2.17,0.026905,4.752,18.38
科力远,2023-03-31,29337665.99,17679762.19,600478,797668393.13,888328633.01,-0.154,1.047,1.6915,0.017714,1.99,10.21
