证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
菲达环保,2023-03-31,30575509.77,49678095.98,600526,508350534.85,625355994.51,0.039,0.793,4.4641,0.035391,7.944,18.71
江南高纤,2023-03-31,7953108.61,9231126.04,600527,142467726.49,157600138.67,0.007,0.338,1.3599,0.004592,5.857,9.6
中铁工业,2023-03-31,524827721.47,593703441.87,600528,6136599388.92,7435215632.59,-0.734,2.146,9.8467,0.236244,7.985,17.47
山东药玻,2023-03-31,166520090.53,198426538.66,600529,944165703.89,1236596013.53,0.317,2.336,10.7413,0.250929,16.046,23.65
豫光金铅,2023-03-31,151862701.5,184880368.44,600531,7924994570.69,8345542074.93,0.127,3.363,4.1418,0.139293,2.215,5.04
*ST未来,2023-03-31,-22323191.11,-22811816.59,600532,11927077.51,12271180.53,1.604,-1.517,2.8518,-0.043256,-185.897,2.8
栖霞建设,2023-03-31,9922711.44,36516795.18,600533,1631193977.81,1866823143.43,0.837,0.221,4.2714,0.00945,1.956,12.62
天士力,2023-03-31,266078260.25,387974445.95,600535,714789041.09,2080286985.33,0.1,2.119,8.3745,0.177421,18.65,65.64
中国软件,2023-03-31,-198828466.07,-201962374.62,600536,789619332.32,1218348749.1,-1.775,-8.599,3.4942,-0.300483,-16.577,35.19
亿晶光电,2023-03-31,126579033.13,153558223.05,600537,1803649432.8,2117201793.32,0.123,4.861,2.1832,0.106114,7.253,14.81
国发股份,2023-03-31,-2646847.55,-666521.31,600538,75538422.88,101579609.22,-0.056,-0.279,1.8102,-0.005049,-0.656,25.64
狮头股份,2023-03-31,-4449175.04,-3876259.24,600539,60794606.18,84485579.44,-0.13,-1.047,1.8469,-0.019344,-4.588,28.04
新赛股份,2023-03-31,2916811.37,3231183.52,600540,223363629.27,237533272.22,0.343,0.369,1.3601,0.005017,1.36,5.97
*ST莫高,2023-03-31,-3590601.99,-3852038.93,600543,35591786.32,51783283.55,0.025,-0.375,2.9854,-0.011181,-7.439,31.27
卓郎智能,2023-03-31,-48709000.0,-84400000.0,600545,992019000.0,1199987000.0,-0.097,-1.563,1.644,-0.025698,-7.033,17.33
山煤国际,2023-03-31,1686163291.98,3821767962.8,600546,5649858966.42,10648152708.39,0.638,10.015,8.4923,0.850543,35.891,46.94
山东黄金,2023-03-31,438865344.74,666391696.74,600547,11199630044.12,13098137478.11,0.136,1.322,5.186,0.098105,5.088,14.49
深高速,2023-03-31,442550909.53,592266796.17,600548,1149972141.54,1903638574.41,0.465,2.013,8.2452,0.202933,31.112,39.59
厦门钨业,2023-03-31,440077968.76,751006664.39,600549,7052131791.14,8561654015.2,0.002,4.209,7.372,0.310251,8.772,17.63
保变电气,2023-03-31,5647417.57,7483723.6,600550,448916293.79,582816169.08,-0.044,0.766,0.4003,0.003067,1.284,22.97
时代出版,2023-03-31,86748128.9,86668811.33,600551,1538446556.09,1697547891.19,-1.085,1.624,11.0327,0.179111,5.106,9.37
凯盛科技,2023-03-31,29472496.77,46898787.07,600552,1079197906.42,1238396985.14,0.022,0.717,4.3531,0.031201,3.787,12.86
天下秀,2023-03-31,19030808.15,21943729.34,600556,761914517.96,954586640.81,0.044,0.503,2.0936,0.010527,2.299,20.18
康缘药业,2023-03-31,141438358.86,173360257.9,600557,336767054.98,1352493841.95,-0.104,2.889,8.3744,0.241941,12.818,75.1
大西洋,2023-03-31,26557544.97,38604215.26,600558,768454613.56,891509183.37,-0.067,1.204,2.4572,0.029587,4.33,13.8
老白干酒,2023-03-31,102372510.79,142382759.09,600559,346725789.61,1002812335.01,0.277,2.291,4.8852,0.111913,14.198,65.42
金自天正,2023-03-31,15986375.38,18097440.8,600560,174057311.3,216460415.99,-0.152,1.809,3.9522,0.071481,8.361,19.59
江西长运,2023-03-31,-40973455.7,-53757760.24,600561,413546183.27,360508188.64,0.208,-4.476,3.2178,-0.144031,-14.912,-14.71
国睿科技,2023-03-31,112482858.97,131146713.82,600562,370877935.82,572418854.61,-0.239,2.155,4.2032,0.090576,22.911,35.21
法拉电子,2023-03-31,231173787.0,265356264.64,600563,579406959.87,929327381.39,0.1,5.364,19.1556,1.027439,28.554,37.65
迪马股份,2023-03-31,-100252400.3,353999235.69,600565,3666115923.38,4471002967.44,0.098,-2.018,1.994,-0.040238,7.918,18.0
济川药业,2023-03-31,676756832.78,760336800.06,600566,429362869.4,2388296884.09,1.412,5.631,13.0369,1.494791,31.836,82.02
山鹰国际,2023-03-31,-341273040.96,-356184495.7,600567,5861066866.15,6351495622.66,0.079,-2.585,3.8516,-0.07393,-5.608,7.72
ST中珠,2023-03-31,-27828721.13,-16594810.08,600568,77509837.62,117820377.2,-0.028,-1.005,1.3899,-0.013964,-14.085,34.21
安阳钢铁,2023-03-31,-372170586.05,-501498413.29,600569,9841521638.89,9870853872.18,0.486,-5.242,2.4718,-0.129567,-5.081,0.3
恒生电子,2023-03-31,222065842.87,247981086.38,600570,357606805.88,1129631187.52,-0.538,3.149,3.7121,0.116876,21.952,68.34
信雅达,2023-03-31,9886083.5,11231788.65,600571,230927436.01,360273492.7,-0.424,0.921,2.2346,0.020589,3.118,35.9
康恩贝,2023-03-31,284209661.46,414273086.25,600572,733108885.17,2130542570.91,0.032,3.957,2.7948,0.110586,19.444,65.59
惠泉啤酒,2023-03-31,898096.0,1095884.32,600573,100689951.06,136894674.72,0.131,0.074,4.8505,0.003592,0.801,26.45
淮河能源,2023-03-31,165179795.36,184046588.66,600575,5433326583.4,5755792578.99,-0.081,1.588,2.6768,0.042504,3.198,5.6
祥源文旅,2023-03-31,24831915.34,36238637.53,600576,63410070.98,131699792.68,0.029,0.92,2.5303,0.023266,27.516,51.85
精达股份,2023-03-31,101029285.49,138243154.33,600577,3716097704.27,3985189250.73,-0.097,1.961,2.4346,0.048592,3.469,6.75
京能电力,2023-03-31,407561486.32,507766614.84,600578,7771629784.18,8577138182.4,-0.04,1.64,3.1898,0.060887,5.92,9.39
克劳斯,2023-03-31,-338234490.39,-334493183.17,600579,2187952283.28,2589920519.12,-1.023,-10.765,6.3122,-0.67948,-12.915,15.52
卧龙电驱,2023-03-31,257611877.62,309739390.19,600580,2893239267.03,3835948586.41,-0.01,2.782,7.0436,0.195947,8.075,24.58
八一钢铁,2023-03-31,-467263480.64,-421690486.38,600581,4131642905.73,4008911509.48,-0.401,-18.916,1.5898,-0.300725,-10.519,-3.06
天地科技,2023-03-31,624815580.18,979799524.24,600582,4525940688.31,6650881831.52,-0.185,2.973,5.0782,0.150973,14.732,31.95
海油工程,2023-03-31,448310000.0,523102000.0,600583,5655533700.0,6396707100.0,-0.02,1.855,5.4657,0.101397,8.178,11.59
长电科技,2023-03-31,109928612.98,144422971.97,600584,5166237359.62,5860195186.42,0.693,0.446,13.8492,0.061773,2.464,11.84
海螺水泥,2023-03-31,2550605876.0,2995902106.0,600585,26191768406.0,31368454397.0,0.584,1.371,35.1189,0.48131,9.551,16.5
金晶科技,2023-03-31,87864757.71,106022556.61,600586,1649452968.86,1904228417.8,0.279,1.613,3.813,0.061497,5.568,13.38
新华医疗,2023-03-31,196511980.14,245281568.26,600587,1799527585.72,2438890277.93,0.035,2.857,14.7327,0.420909,10.057,26.22
用友网络,2023-03-31,-396803755.0,-416442389.0,600588,817327695.0,1474786388.0,-0.34,-3.59,3.2196,-0.115571,-28.237,44.58
*ST榕泰,2023-03-31,-41403036.08,-41434064.84,600589,77393176.42,90205805.26,-0.022,,-1.0144,-0.058808,-45.933,14.2
泰豪科技,2023-03-31,62821778.4,91851289.79,600590,806319324.33,1016269066.79,0.118,1.755,4.1976,0.073659,9.038,20.66
龙溪股份,2023-03-31,68691091.92,77770747.14,600592,360339894.28,487738047.19,-0.117,2.985,5.7604,0.17192,15.945,26.12
大连圣亚,2023-03-31,1838039.99,8695672.98,600593,36004554.0,69446473.08,0.352,0.974,1.4654,0.01427,12.521,48.15
益佰制药,2023-03-31,43999942.75,54478934.3,600594,218757536.19,683797926.88,0.074,1.425,3.9002,0.055561,7.967,68.01
中孚实业,2023-03-31,199394565.65,297275850.14,600595,3464169493.4,4042567175.79,0.073,1.615,3.076,0.049672,7.354,14.31
新安股份,2023-03-31,106197648.83,163793147.2,600596,3389306930.94,3880412782.06,-0.358,0.911,10.1793,0.092689,4.221,12.66
光明乳业,2023-03-31,187460488.0,287773190.0,600597,5659430593.0,7070923416.0,-0.101,2.302,5.9071,0.135975,4.07,19.96
北大荒,2023-03-31,535393661.81,542512181.57,600598,271476959.13,867078769.89,2.687,6.935,4.3428,0.301176,62.568,68.69
ST熊猫,2023-03-31,21053595.72,26497299.29,600599,38388726.45,71026770.01,-0.208,2.598,4.881,0.126829,37.306,45.95
青岛啤酒,2023-03-31,1451240380.0,1960898609.0,600600,6603962277.0,10706181672.0,1.33,5.373,19.7984,1.063778,18.316,38.32
*ST方科,2023-03-31,-20523383.96,-18473914.92,600601,578826251.63,680842807.78,0.012,-0.598,0.8224,-0.004921,-2.713,14.98
云赛智联,2023-03-31,41665109.13,39239344.99,600602,897752776.67,1107751055.79,-0.229,0.908,3.3567,0.030464,3.542,18.96
广汇物流,2023-03-31,183793942.25,236293838.2,600603,375165632.2,728439842.7,0.567,3.139,4.6668,0.108369,32.438,48.5
市北高新,2023-03-31,-39784448.78,-31711647.78,600604,159097449.56,245472759.81,0.008,-0.607,3.5015,-0.021238,-12.919,35.19
汇通能源,2023-03-31,7149044.84,8303182.06,600605,7697409.93,24244339.52,-1.052,0.631,5.4898,0.034657,34.248,68.25
绿地控股,2023-03-31,1991090452.14,3595860320.49,600606,70485557969.33,78806133048.97,0.09,2.144,6.6065,0.141672,4.563,10.56
ST沪科,2023-03-31,174629.35,1972305.27,600608,51347369.38,55011062.88,-0.034,0.266,0.1997,0.000531,3.585,6.66
金杯汽车,2023-03-31,57256531.36,129407183.18,600609,1263389509.46,1482719418.48,-0.044,5.784,0.7549,0.043667,8.728,14.79
中毅达,2023-03-31,-11743230.18,-11605542.15,600610,309217592.44,325861894.61,0.003,-8.935,0.1227,-0.010962,-3.561,5.11
大众交通,2023-03-31,99134918.85,137145124.54,600611,568154968.26,733092399.71,0.031,1.049,3.9975,0.041933,18.708,22.5
老凤祥,2023-03-31,715957438.14,1269117106.26,600612,22589061606.3,24558455776.9,12.94,6.602,20.7302,1.368635,5.168,8.02
神奇制药,2023-03-31,23790846.61,32746831.05,600613,269891710.77,582797540.36,0.044,1.011,4.4062,0.044546,5.619,53.69
丰华股份,2023-03-31,-3199187.25,-4196465.47,600615,24632774.0,23163213.97,-0.025,-0.507,3.3551,-0.017015,-18.117,-6.34
金枫酒业,2023-03-31,133000356.62,176488005.63,600616,68313799.04,109710253.48,-0.072,6.515,3.0516,0.198803,160.867,37.73
国新能源,2023-03-31,116883036.55,183862826.52,600617,5180589948.88,5666073254.14,0.456,3.101,2.7356,0.084821,3.245,8.57
氯碱化工,2023-03-31,188276150.59,231342011.06,600618,1362289789.59,1651191099.41,-0.043,2.361,6.8973,0.162812,14.011,17.5
海立股份,2023-03-31,-27316400.12,-58310628.32,600619,3863742018.79,4301581107.48,-0.337,-0.45,5.6067,-0.025216,-1.356,10.18
天宸股份,2023-03-31,7482381.17,9037960.41,600620,24539362.12,66017794.89,-0.05,0.382,2.8515,0.010897,13.69,62.83
华鑫股份,2023-03-31,86757261.63,114636126.87,600621,1908329.84,4384085.02,-0.909,1.154,7.0877,0.081777,2614.824,56.47
光大嘉宝,2023-03-31,5475677.87,10772103.72,600622,259261623.27,493338888.91,-0.004,0.078,4.7008,0.003651,2.184,47.45
华谊集团,2023-03-31,10516740.59,144440878.5,600623,9050210082.13,9608326410.36,-0.583,0.048,10.2192,0.004934,1.503,5.81
复旦复华,2023-03-31,871624.71,3310585.41,600624,95146691.37,170001077.38,-0.018,0.099,1.2839,0.001273,1.947,44.03
申达股份,2023-03-31,-95171691.71,-131943688.8,600626,2455245827.62,2626619402.21,-0.318,-3.141,2.7345,-0.085897,-5.023,6.52
新世界,2023-03-31,23908709.7,26257891.36,600628,167617470.51,264600085.39,-0.021,0.565,6.5432,0.03696,9.924,36.65
华建集团,2023-03-31,88105960.2,110155016.07,600629,1289552191.54,1686306393.06,-0.738,1.908,4.7567,0.090743,6.532,23.53
龙头股份,2023-03-31,12577674.86,16530312.53,600630,299863511.25,452985106.57,0.212,1.772,1.6705,0.029604,3.649,33.8
浙数文化,2023-03-31,270927305.03,331489175.28,600633,335843216.46,923794183.55,0.12,2.837,7.5463,0.214048,35.883,63.65
大众公用,2023-03-31,259732863.87,343826321.45,600635,1852555402.48,2146308470.02,0.15,3.061,2.8739,0.087972,16.019,13.69
国新文化,2023-03-31,4851478.37,4897861.77,600636,17274259.93,57460244.67,-0.115,0.18,6.1073,0.011015,8.524,69.94
东方明珠,2023-03-31,254106753.21,320595582.07,600637,1137561053.91,1706536361.73,-0.018,0.856,8.6988,0.07442,18.786,33.34
新黄浦,2023-03-31,4060531.41,23397298.19,600638,420067380.56,489450373.43,-1.436,0.093,6.5113,0.00603,4.78,14.18
浦东金桥,2023-03-31,1372025799.31,1835743598.12,600639,944953663.09,4276929232.94,-0.985,9.585,12.7534,1.22239,42.922,77.91
国脉文化,2023-03-31,24418915.34,28037812.72,600640,424454304.44,480114252.64,0.242,0.614,4.9989,0.030689,5.84,11.59
万业企业,2023-03-31,80322179.8,101198735.87,600641,58973240.14,124279274.34,-0.198,0.958,9.0078,0.086309,81.428,52.55
申能股份,2023-03-31,733960661.51,914118459.98,600642,6360513403.98,7279635914.79,0.561,2.319,6.4461,0.1495,12.557,12.63
爱建集团,2023-03-31,212379903.68,297410416.28,600643,159536010.95,292776297.68,0.15,1.676,7.8137,0.130943,101.583,45.51
乐山电力,2023-03-31,-9973303.01,-8931296.69,600644,660394103.57,761277555.67,-0.208,-0.56,3.31,-0.018524,-1.173,13.25
中源协和,2023-03-31,37373824.55,48502742.39,600645,118522400.05,377745248.8,0.058,1.045,7.6444,0.079867,12.84,68.62
同达创业,2023-03-31,-1358285.14,-1662214.49,600647,178179.36,358529.53,-0.039,-0.462,2.1117,-0.009762,-463.62,50.3
外高桥,2023-03-31,32104419.82,80873607.51,600648,1069780602.7,1448695412.33,-1.56,0.267,10.592,0.028277,5.583,26.16
城投控股,2023-03-31,58430743.46,130389172.96,600649,198678025.88,484507424.07,-0.94,0.282,8.2049,0.023099,26.912,58.99
锦江在线,2023-03-31,14671798.73,19300453.16,600650,385300395.01,473878151.87,-0.351,0.376,7.0771,0.026598,4.073,18.69
飞乐音响,2023-03-31,-15379920.09,-14041385.1,600651,330221136.08,406134296.59,-0.018,-0.65,0.9437,-0.006135,-3.457,18.69
申华控股,2023-03-31,-24368459.31,-20884812.04,600653,1259690149.34,1343204385.16,-0.005,-2.504,0.5,-0.01252,-1.555,6.22
*ST中安,2023-03-31,-7137193.51,-1876941.21,600654,566800073.07,653941061.62,-0.022,-0.494,0.514,-0.00254,-0.287,13.33
豫园股份,2023-03-31,335856720.97,433213667.73,600655,13105472996.48,15244153764.5,0.937,0.933,9.2342,0.086119,2.842,14.03
信达地产,2023-03-31,22452621.8,75008244.3,600657,1018932577.62,1288216766.7,-0.25,0.093,8.4812,0.007873,5.823,20.9
电子城,2023-03-31,170936241.82,231693916.87,600658,1265620799.77,1854251208.19,-0.599,2.218,6.8908,0.152815,12.495,31.74
福耀玻璃,2023-03-31,914508612.0,1121698188.0,600660,4711281083.0,7052428277.0,0.539,3.068,11.4215,0.350421,15.905,33.2
昂立教育,2023-03-31,-29761359.57,-26795969.32,600661,99624138.11,189278164.81,0.042,-9.339,1.1122,-0.103861,-14.157,47.37
外服控股,2023-03-31,182744962.46,270528914.23,600662,4197214890.67,4639049759.55,-0.037,4.463,1.7928,0.080004,5.832,9.52
陆家嘴,2023-03-31,448628181.04,690403625.3,600663,701917860.22,1981368871.95,-0.074,2.038,5.4555,0.111206,34.845,64.57
哈药股份,2023-03-31,122293236.02,188916108.7,600664,2946131823.93,3931549972.98,0.072,2.745,1.7653,0.048456,4.805,25.06
天地源,2023-03-31,15723981.81,89364450.53,600665,2752208190.08,3190805892.94,-2.048,0.357,5.0961,0.018196,2.801,13.75
*ST瑞德,2023-03-31,-12251201.05,-10919200.79,600666,35121929.77,44692125.71,0.006,-0.711,0.6237,-0.004433,-24.432,21.41
太极实业,2023-03-31,166974351.77,207134768.09,600667,8016011504.23,8659342748.42,-1.061,2.299,3.4489,0.079278,2.392,7.43
尖峰集团,2023-03-31,23154205.76,24851658.1,600668,469877792.37,607336735.52,-0.023,0.445,15.1305,0.067292,4.092,22.63
*ST目药,2023-03-31,-9055100.93,-8301111.27,600671,17676941.44,22252900.21,-0.099,,-0.1945,-0.074357,-37.304,20.56
东阳光,2023-03-31,65642499.06,89295528.32,600673,2326743626.14,2715013192.43,0.053,0.636,3.4221,0.02178,3.289,14.3
川投能源,2023-03-31,1135979029.85,1155475999.38,600674,149237140.96,250526581.62,0.029,3.256,7.6902,0.254669,461.219,40.43
中华企业,2023-03-31,-269555144.77,-402291529.19,600675,285284887.27,387807281.24,-0.192,-1.801,2.4551,-0.044217,-103.735,26.44
交运股份,2023-03-31,-30715253.82,-24327075.58,600676,963727695.37,1032430191.96,0.043,-0.559,5.3444,-0.029864,-2.356,6.65
四川金顶,2023-03-31,1661295.42,5154910.92,600678,54348675.1,77316664.53,-0.028,0.631,0.754,0.00476,6.667,29.71
上海凤凰,2023-03-31,15151349.24,16708032.48,600679,286778054.92,351574080.01,-0.085,0.711,4.1378,0.029403,4.752,18.43
百川能源,2023-03-31,172562697.11,241193516.49,600681,1602970401.26,1856038720.73,-0.152,4.735,2.6741,0.126604,12.995,13.63
南京新百,2023-03-31,180148875.72,280454806.6,600682,836654629.04,1595560833.41,0.167,1.059,12.633,0.133827,17.577,47.56
京投发展,2023-03-31,123494599.17,263778254.26,600683,2774229961.65,3188196667.87,-2.564,1.392,3.8739,0.166709,8.274,12.98
珠江股份,2023-03-31,-51121390.21,23935357.07,600684,1835931517.83,2113283791.21,-0.075,-11.125,0.5384,-0.059899,1.133,13.12
中船防务,2023-03-31,-26665452.21,-62385711.36,600685,1803181205.07,1898863467.22,0.153,-0.174,10.8727,-0.018865,-3.285,5.04
金龙汽车,2023-03-31,10673284.46,19129705.51,600686,3335168713.6,3746395247.75,-0.235,0.299,4.2898,0.014885,0.511,10.98
上海石化,2023-03-31,-163142000.0,-161125000.0,600688,18612145000.0,21978009000.0,-0.003,-0.625,2.4166,-0.015107,-0.733,15.31
上海三毛,2023-03-31,2663743.54,2772671.3,600689,267181892.49,283006716.7,-0.121,0.622,2.1307,0.013253,0.98,5.59
海尔智家,2023-03-31,3971103084.94,4831066071.31,600690,46393628989.93,65066477648.79,0.143,4.101,10.2509,0.420374,7.425,28.7
阳煤化工,2023-03-31,16422013.48,4141763.24,600691,3609201202.91,3900389201.51,0.042,0.272,2.5372,0.006912,0.106,7.47
亚通股份,2023-03-31,-19509515.55,-23430788.89,600692,278839546.96,282302341.88,-1.294,-2.151,2.5781,-0.055462,-8.3,1.23
东百集团,2023-03-31,32047048.68,71993232.54,600693,259420336.14,516467039.36,0.276,0.908,4.0587,0.036842,13.94,49.77
大商股份,2023-03-31,214207456.37,322618468.88,600694,1335673177.05,2273643713.35,2.552,2.6,28.0492,0.729295,14.189,41.25
岩石股份,2023-03-31,31034600.28,55137729.28,600696,103302573.01,388376610.01,0.568,5.675,1.635,0.092788,14.197,73.4
欧亚集团,2023-03-31,9547699.66,61665961.81,600697,1138125121.87,1939854315.15,3.486,0.399,15.0451,0.060015,3.179,41.33
湖南天雁,2023-03-31,665614.01,635113.94,600698,95211592.71,107545004.53,0.0,0.088,0.715,0.000625,0.591,11.47
均胜电子,2023-03-31,200186408.63,233675479.21,600699,11507913915.23,13222050685.79,0.464,1.614,9.067,0.146326,1.767,12.96
舍得酒业,2023-03-31,569494573.49,755135626.01,600702,436930246.72,2020903332.19,0.684,8.239,20.745,1.709188,37.366,78.38
三安光电,2023-03-31,213541673.83,241003337.32,600703,2417250184.32,2907714084.05,0.048,0.56,7.6478,0.042802,8.288,16.87
物产中大,2023-03-31,968058164.58,1997684494.74,600704,123916735567.21,128094942332.94,-1.323,2.784,6.3252,0.186349,1.56,3.26
中航产融,2023-03-31,167382893.95,864042399.87,600705,1275769148.21,2290838069.15,-5.752,0.416,4.2203,0.018955,37.717,44.31
曲江文旅,2023-03-31,9123481.61,12012908.7,600706,237623913.46,326739250.51,0.136,0.94,3.8065,0.03577,3.677,27.27
彩虹股份,2023-03-31,-460257190.17,-462336173.78,600707,2405374922.31,2261758928.25,0.002,-2.402,5.3404,-0.128263,-20.441,-6.35
光明地产,2023-03-31,7678287.79,7127524.59,600708,1826359443.32,2014254010.6,-1.222,0.071,4.8494,0.003445,0.354,9.33
苏美达,2023-03-31,252682456.77,762738326.63,600710,29576085977.43,31001250481.56,-0.791,3.886,4.9756,0.193367,2.46,4.6
盛屯矿业,2023-03-31,32472371.33,185480813.81,600711,5591572997.14,6183238821.41,0.174,0.231,4.4822,0.010338,3.0,9.57
南宁百货,2023-03-31,-4406678.43,-4227847.94,600712,108502258.07,154506817.81,0.025,-0.54,1.4994,-0.008091,-2.736,29.78
南京医药,2023-03-31,149157852.44,252134476.28,600713,13268001418.96,14081790518.45,-2.638,2.417,4.709,0.113834,1.791,5.78
金瑞矿业,2023-03-31,3191722.46,3686205.48,600714,47641656.03,57301385.33,-0.053,0.438,2.53,0.011076,6.433,16.86
文投控股,2023-03-31,-54620158.25,-55962465.77,600715,121509596.49,161729301.13,0.013,-7.0,0.4207,-0.029447,-34.603,24.87
凤凰股份,2023-03-31,40675130.7,61562710.32,600716,105825202.5,215754310.29,-0.133,0.772,5.6294,0.043454,28.534,50.95
天津港,2023-03-31,279965285.57,490339454.84,600717,1869009262.39,2663442113.3,0.114,1.535,6.3028,0.09674,18.41,29.83
东软集团,2023-03-31,5058913.0,15192918.0,600718,1163091147.0,1656477579.0,-0.446,0.055,7.5858,0.004135,0.917,29.79
大连热电,2023-03-31,-50317333.05,-50236889.63,600719,395185242.09,375241002.23,-0.077,-12.81,0.9709,-0.124363,-13.388,-5.32
祁连山,2023-03-31,10651353.92,8968174.52,600720,671520088.14,811940854.45,0.385,0.123,11.1787,0.013721,1.105,17.29
百花医药,2023-03-31,6686853.2,7425391.87,600721,38651094.9,75710434.22,-0.03,0.988,1.7911,0.0177,9.808,48.95
金牛化工,2023-03-31,10030783.77,21220368.7,600722,125403921.74,156890259.8,0.004,0.895,1.6468,0.014744,13.526,20.07
宁波富达,2023-03-31,62105512.08,85672839.08,600724,683459302.11,822588810.94,-0.068,2.112,2.0347,0.042972,10.415,16.91
云维股份,2023-03-31,1416850.46,1720279.64,600725,177069194.84,184699720.76,-0.022,0.397,0.2893,0.00115,0.931,4.13
*ST华源,2023-03-31,162227162.24,776154027.11,600726,4645381764.92,5788182082.71,0.036,4.494,0.4565,0.020516,13.409,19.74
鲁北化工,2023-03-31,1564078.67,17780808.55,600727,1016835152.6,1106173830.37,0.098,0.054,5.4672,0.002959,1.607,8.08
佳都科技,2023-03-31,1349687968.63,1589684482.63,600728,938427887.34,1087697192.38,-0.049,15.554,4.0279,0.6265,146.151,13.72
重庆百货,2023-03-31,473770597.0,533529087.7,600729,3721576708.25,5107264506.75,1.515,8.415,13.8499,1.165406,10.446,27.13
中国高科,2023-03-31,-8835671.44,-11460430.07,600730,5882911.95,28665998.49,-0.091,-0.503,2.9937,-0.015061,-39.979,79.48
湖南海利,2023-03-31,85277322.24,102734549.53,600731,418418380.3,590720878.11,0.105,3.025,5.0452,0.152624,17.391,29.17
爱旭股份,2023-03-31,701629863.05,736237527.79,600732,6342863991.01,7745486612.89,-0.42,7.184,7.4973,0.538617,9.505,18.11
北汽蓝谷,2023-03-31,-891775176.82,-886187933.75,600733,2711939704.97,2497324319.01,-0.284,-18.825,1.105,-0.208003,-35.485,-8.59
ST实达,2023-03-31,10320838.97,2605673.03,600734,8352491.06,35849078.95,-0.036,2.825,0.1677,0.004738,7.268,76.7
新华锦,2023-03-31,8534324.06,24865616.24,600735,454006842.27,561836351.48,0.032,0.611,3.2605,0.019904,4.426,19.19
苏州高新,2023-03-31,101884918.38,236659561.34,600736,2596905517.07,2935121118.52,-0.771,1.098,6.4112,0.088496,8.063,11.52
中粮糖业,2023-03-31,274008030.3,314454178.47,600737,4193778806.74,4797018528.13,-1.459,2.723,4.7041,0.12811,6.555,12.58
丽尚国潮,2023-03-31,24533254.46,41569142.88,600738,102298986.2,241034791.87,0.046,1.268,2.5409,0.032224,17.246,57.56
辽宁成大,2023-03-31,303528102.98,331629106.61,600739,1694742758.77,2067470409.28,-0.252,1.045,18.9812,0.198422,16.04,18.03
山西焦化,2023-03-31,762639114.58,764698538.21,600740,2649168396.74,2467160352.14,-0.076,5.015,5.935,0.297659,30.995,-7.38
华域汽车,2023-03-31,1433830781.15,1847111765.88,600741,31705680073.46,36815330522.66,0.179,2.619,17.3683,0.454791,5.017,13.88
一汽富维,2023-03-31,68723509.61,105443743.22,600742,3805983081.1,4152816450.39,0.766,0.864,10.7051,0.092487,2.539,8.35
华远地产,2023-03-31,-85115196.77,-86853596.43,600743,1331400264.43,1462961487.23,0.313,-1.385,1.4057,-0.036279,-5.937,8.99
华银电力,2023-03-31,-105505667.65,-95902732.65,600744,2604402292.28,2662185232.18,0.036,-8.132,0.6388,-0.051944,-3.602,2.17
闻泰科技,2023-03-31,460357396.46,771094660.51,600745,11839600594.96,14427197916.8,1.406,1.269,27.9592,0.370417,5.345,17.94
江苏索普,2023-03-31,-109746220.4,-130273614.86,600746,1382793914.6,1324537176.92,-0.177,-2.043,4.6003,-0.093973,-9.835,-4.4
上实发展,2023-03-31,286137230.22,447388595.06,600748,2254112987.27,2787378041.31,-0.25,2.786,5.569,0.155125,16.051,19.13
西藏旅游,2023-03-31,-8672574.89,-9323458.59,600749,22141720.84,25387253.27,-0.12,-0.878,4.354,-0.038211,-36.725,12.78
江中药业,2023-03-31,240831060.77,300066221.82,600750,421358913.08,1316378726.66,0.098,5.825,6.567,0.382545,22.795,67.99
海航科技,2023-03-31,19818000.0,19818000.0,600751,87011000.0,71174000.0,-0.047,0.278,2.4589,0.006835,27.844,-22.25
庚星股份,2023-03-31,-6409117.18,-6135225.9,600753,57430887.38,58746772.55,0.17,-2.289,1.216,-0.027829,-10.444,2.24
锦江酒店,2023-03-31,130254102.66,244006718.15,600754,1876707533.96,2922258057.55,1.227,0.78,15.6103,0.121728,8.35,35.78
厦门国贸,2023-03-31,739401162.48,993009059.81,600755,121633065552.19,123562567336.51,-11.793,2.396,9.8457,0.335941,0.804,1.56
浪潮软件,2023-03-31,4399073.39,8251458.98,600756,290136980.67,439533946.89,-0.668,0.197,6.8933,0.013573,1.877,33.99
长江传媒,2023-03-31,385809038.37,385504245.97,600757,1245842953.43,2022658981.0,0.161,4.372,7.2714,0.317891,19.059,38.41
辽宁能源,2023-03-31,287105612.04,397768581.9,600758,1336327989.11,1974534002.88,-0.027,5.055,4.296,0.217172,20.145,32.32
ST洲际,2023-03-31,-25148914.65,22828958.9,600759,205714376.65,541093881.58,0.096,-0.68,1.6342,-0.011111,4.219,61.98
中航沈飞,2023-03-31,641779772.54,734835093.02,600760,8136425570.11,9175131296.33,-0.21,4.758,6.8805,0.327351,8.009,11.32
安徽合力,2023-03-31,262756857.15,323687107.05,600761,3390799496.01,4152243591.65,0.63,3.731,9.0906,0.35499,7.795,18.34
通策医疗,2023-03-31,168971152.17,224999828.42,600763,370401513.89,674535941.41,0.489,4.856,10.8524,0.526981,33.356,45.09
