code,pubdate,statdate,updatedate,resstotalasset,ressnetasset,ressepschgpct,ressroewa,ressepsdiluted,ressgryoy,ressopyoy
sh.600131,2019-04-13,2019-03-31,2019-04-13,2397420000.0,1256420000.0,0.041096,3.09,0.076,-0.000281,-0.316693
sh.600131,2019-07-17,2019-06-30,2019-07-17,2442010000.0,1297190000.0,0.254545,8.2,0.207,0.078018,0.1569
sh.600131,2020-07-18,2020-06-30,2020-07-18,10674100000.0,4350200000.0,-0.135294,5.06,0.147,-0.084011,-0.077351
sh.600131,2021-01-26,2020-12-31,2021-01-26,11028300000.0,4656610000.0,0.227273,16.33,0.54,-0.098611,0.198482
sh.600131,2021-07-16,2021-06-30,2021-07-16,10905300000.0,4857200000.0,0.2,4.57,0.18,0.067871,0.240592
sh.600131,2022-01-26,2021-12-31,2022-01-26,11395100000.0,5131870000.0,0.096154,13.86,0.57,0.064853,0.164838
sh.600131,2022-07-21,2022-06-30,2022-07-21,11457700000.0,5159480000.0,0.055556,4.43,0.19,0.023126,0.048938
sh.600131,2022-10-17,2022-09-30,2022-10-17,11644300000.0,5347640000.0,0.129032,7.98,0.35,0.085279,0.139395
sh.600131,2023-01-18,2022-12-31,2023-01-18,12031800000.0,5733190000.0,0.175439,14.79,0.67,0.020006,0.156069
sh.600132,2021-02-06,2020-12-31,2021-02-06,9658070000.0,586271000.0,0.639706,45.57,2.23,0.071812,0.208959
sh.600132,2022-02-07,2021-12-31,2022-02-07,11532800000.0,1754550000.0,0.080717,99.69,2.41,0.199027,0.500755
sh.600132,2023-02-08,2022-12-31,2023-02-08,12497500000.0,2056160000.0,0.082988,69.25,2.61,0.070105,0.119227
sh.600133,2015-03-07,2014-12-31,2015-03-07,13412200000.0,1519180000.0,1.20042,22.06,0.4691,0.469337,2.00383
sh.600135,2022-03-10,2021-12-31,2022-03-10,3334260000.0,2614130000.0,0.515464,2.1,0.1029,0.088155,0.175123
sh.600136,2018-02-07,2017-12-31,2018-02-07,5175480000.0,2531300000.0,0.016606,5.56,0.27,0.0,0.104319
sh.600137,2015-04-10,2014-12-31,2015-04-10,595760000.0,460534000.0,-0.068062,0.34,0.016,0.0,-0.992526
sh.600137,2015-08-06,2015-06-30,2015-08-06,555165000.0,462065000.0,-0.045245,0.23,0.011,0.0,-0.641609
sh.600137,2016-08-05,2016-06-30,2016-08-05,540707000.0,443386000.0,0.020611,0.69,0.031,0.072232,0.575667
sh.600137,2017-07-29,2017-06-30,2017-07-29,577705000.0,463774000.0,0.07128,2.18,0.103,0.209581,1.92697
sh.600138,2016-03-12,2015-12-31,2016-03-12,9563190000.0,4638440000.0,-0.097904,6.47,0.4,4.76832,-0.096481
sh.600138,2018-02-13,2017-12-31,2018-02-13,12552100000.0,5575010000.0,0.096163,10.38,0.76,5.83457,0.110598
sh.600141,2021-04-12,2020-12-31,2021-04-12,29459700000.0,9459090000.0,0.848485,7.31,0.61,0.015448,0.600761
sh.600141,2022-03-05,2021-12-31,2022-03-05,33493800000.0,13819300000.0,5.31667,36.78,3.79,0.288839,6.65069
sh.600151,2015-01-27,2014-12-31,2015-01-27,8746260000.0,3745170000.0,-0.098654,0.55,0.0167,0.156085,-0.718564
sh.600151,2017-01-25,2016-12-31,2017-01-25,13792400000.0,6089740000.0,0.019409,4.1315,0.1511,36.7417,0.4778
sh.600151,2017-07-28,2017-06-30,2017-07-28,13635600000.0,5839740000.0,-0.205604,-3.3072,-0.1384,43.2003,-3.4338
sh.600151,2018-01-27,2017-12-31,2018-01-27,13098800000.0,5729800000.0,-0.355419,-5.2111,-0.2145,0.222096,-2.55
sh.600155,2021-03-11,2020-12-31,2021-03-11,48536000000.0,15176100000.0,1.53333,4.37,0.38,0.266429,0.89802
sh.600155,2022-02-17,2021-12-31,2022-02-17,51744300000.0,16210100000.0,0.526316,6.24,0.58,0.160154,0.620616
sh.600160,2015-07-07,2015-06-30,2015-07-07,9047680000.0,7172990000.0,0.010417,1.18,0.047,1.60218,0.449508
sh.600160,2016-08-25,2016-06-30,2016-08-25,9435960000.0,7133280000.0,-0.020348,0.67,0.027,0.121938,-0.296468
sh.600160,2017-07-14,2017-06-30,2017-07-14,13055300000.0,10636700000.0,0.225997,4.92,0.249,0.30887,8.25726
sh.600160,2018-07-19,2018-06-30,2018-07-19,14601500000.0,11685900000.0,0.193596,9.34,0.385,0.244383,1.02135
sh.600161,2017-01-25,2016-12-31,2017-01-25,5767810000.0,2186880000.0,0.472192,12.27,0.49,5.79365,0.937051
sh.600161,2018-07-20,2018-06-30,2018-07-20,4670790000.0,3152760000.0,-0.808185,6.4,0.28,0.181714,-0.598273
sh.600161,2018-10-13,2018-09-30,2018-10-13,4906490000.0,3308190000.0,-0.745174,10.42,0.46,0.584293,-0.416056
sh.600161,2020-04-14,2020-03-31,2020-04-14,6698620000.0,4070660000.0,-0.133333,3.29,0.13,0.073348,0.003829
sh.600161,2020-08-05,2020-06-30,2020-08-05,7267620000.0,4224190000.0,-0.035714,6.99,0.27,-0.003544,-0.032769
sh.600161,2021-07-15,2021-06-30,2021-07-15,11296100000.0,7631420000.0,-0.037037,5.85,0.26,0.165003,0.170561
sh.600161,2022-01-11,2021-12-31,2022-01-11,11561700000.0,8055830000.0,0.117647,11.16,0.57,0.192424,0.14144
sh.600161,2022-07-15,2022-06-30,2022-07-15,12263200000.0,8299230000.0,-0.115385,4.68,0.23,0.043732,0.078341
sh.600161,2022-10-21,2022-09-30,2022-10-21,12912100000.0,8515570000.0,-0.142857,7.25,0.36,0.033617,0.049525
sh.600161,2023-01-14,2022-12-31,2023-01-14,12955700000.0,8792730000.0,-0.070175,10.44,0.53,0.037296,0.147525
sh.600161,2023-04-13,2023-03-31,2023-04-13,13512900000.0,9057650000.0,0.777778,2.93,0.16,0.833011,1.06782
sh.600162,2019-08-06,2019-06-30,2019-08-06,23656800000.0,5328350000.0,2.37019,4.57,0.0701,0.316614,1.33946
sh.600163,2021-04-02,2020-12-31,2021-04-02,10392700000.0,3618310000.0,0.904636,14.4689,0.2876,0.744245,1.35865
sh.600163,2022-03-12,2021-12-31,2022-03-12,11332200000.0,5019820000.0,0.342142,16.2123,0.386,0.246686,0.28335
sh.600168,2020-04-30,2019-12-31,2020-04-30,15575600000.0,5176350000.0,-0.102564,4.9,0.35,0.053838,0.0
sh.600168,2022-03-10,2021-12-31,2022-03-10,18025500000.0,5706440000.0,0.555556,7.21,0.56,0.224078,0.549185
sh.600170,2018-02-01,2017-12-31,2018-02-01,196970000000.0,27080000000.0,0.048803,10.9,0.27,3.91844,0.213115
sh.600170,2019-01-22,2018-12-31,2019-01-22,211839000000.0,31016000000.0,0.035714,12.29,0.29,0.196906,0.371429
sh.600170,2020-02-14,2019-12-31,2020-02-14,259059000000.0,33252000000.0,0.344828,13.51,0.39,0.20065,0.316493
sh.600170,2021-02-18,2020-12-31,2021-02-18,296634000000.0,36939000000.0,-0.195122,10.64,0.33,0.124128,-0.236559
sh.600170,2022-02-26,2021-12-31,2022-02-26,355463000000.0,41087000000.0,0.088235,11.27,0.37,0.216961,0.197458
sh.600177,2015-04-11,2014-12-31,2015-04-11,47577400000.0,16489800000.0,0.808939,20.91,1.42,2580.39,0.465756
sh.600177,2016-03-12,2015-12-31,2016-03-12,66255300000.0,20101200000.0,0.554007,24.13,1.97,-0.087922,0.205972
sh.600177,2017-04-12,2016-12-31,2017-04-12,63907800000.0,22703700000.0,-0.272924,16.63,1.5,0.026889,-0.024763
sh.600177,2018-01-31,2017-12-31,2018-01-31,68515000000.0,24128000000.0,-0.929721,1.64,0.1,-0.33575,-0.833749
sh.600178,2015-04-10,2014-12-31,2015-04-10,2864300000.0,1724890000.0,1.27581,1.9,0.0702,0.0,1.03752
sh.600178,2015-04-10,2015-03-31,2015-04-10,2881080000.0,1711250000.0,-0.005935,-0.79,-0.0295,0.0,-0.248402
sh.600178,2022-03-05,2021-12-31,2022-03-05,8715390000.0,2443910000.0,1.30824,3.6503,0.1962,0.223547,0.601707
sh.600183,2015-02-03,2014-12-31,2015-02-03,8314080000.0,4387840000.0,-0.02999,12.1,0.36,0.129017,0.324197
sh.600183,2015-07-25,2015-06-30,2015-07-25,8485470000.0,4276740000.0,-0.035597,5.32,0.16,-0.005671,-0.164252
sh.600183,2016-01-30,2015-12-31,2016-01-30,8849130000.0,4669540000.0,0.014397,12.14,0.37,0.025905,0.063686
sh.600183,2016-07-23,2016-06-30,2016-07-23,9062480000.0,4563120000.0,0.05989,6.74,0.22,0.085914,0.299514
sh.600183,2017-02-07,2016-12-31,2017-02-07,9539670000.0,5012100000.0,0.140813,15.65,0.52,0.121952,0.43257
sh.600183,2017-08-08,2017-06-30,2017-08-08,10294500000.0,5182490000.0,0.153813,10.45,0.37,0.246134,0.785213
sh.600183,2018-01-31,2017-12-31,2018-01-31,12841000000.0,6021880000.0,0.223991,20.12,0.74,0.259231,0.507222
sh.600183,2018-07-25,2018-06-30,2018-07-25,12365200000.0,5921210000.0,-0.003198,8.78,0.25,0.196593,-0.001156
sh.600183,2019-01-31,2018-12-31,2019-01-31,12878800000.0,6406540000.0,-0.078431,16.45,0.47,0.11453,-0.056873
sh.600183,2019-07-25,2019-06-30,2019-07-25,13607300000.0,6871330000.0,0.2,9.7,0.3,0.028503,0.183683
sh.600183,2020-02-21,2019-12-31,2020-02-21,15544800000.0,8843870000.0,0.425532,19.79,0.67,0.105166,0.476487
sh.600183,2020-07-29,2020-06-30,2020-07-29,16792500000.0,8940740000.0,0.2,9.22,0.36,0.151645,0.32934
sh.600183,2021-01-30,2020-12-31,2021-01-30,18368800000.0,9871240000.0,0.106061,18.1,0.73,0.109225,0.141758
sh.600183,2022-02-28,2021-12-31,2022-02-28,24423300000.0,13088500000.0,0.662162,24.36,1.23,0.38039,0.587637
sh.600183,2023-02-28,2022-12-31,2023-02-28,25195800000.0,13498300000.0,-0.463415,11.71,0.66,-0.111463,-0.46235
sh.600186,2021-03-05,2020-12-31,2021-03-05,1555780000.0,385307000.0,0.0,21.34,0.05,-0.028118,1.77099
sh.600188,2020-03-28,2019-12-31,2020-03-28,207836000000.0,63291800000.0,0.095957,13.84,1.7646,0.2309,-0.12013
sh.600188,2023-03-07,2022-12-31,2023-03-07,295195000000.0,94653400000.0,0.886341,38.67,6.3,0.336811,1.22885
sh.600189,2016-04-20,2015-12-31,2016-04-20,4604170000.0,1327600000.0,0.109822,3.39,0.14,0.216423,-8.02089
sh.600189,2016-04-19,2016-03-31,2016-04-19,4304470000.0,1490610000.0,0.449655,6.85,0.3,-0.644128,2.81505
sh.600189,2020-04-30,2019-12-31,2020-04-30,6273320000.0,2511030000.0,-10.0,-14.12,-0.54,0.056184,0.0
sh.600197,2019-01-25,2018-12-31,2019-01-25,3405550000.0,2499380000.0,0.249501,18.44,1.0011,0.179646,0.215531
sh.600198,2015-07-11,2015-06-30,2015-07-11,13984900000.0,3732100000.0,-0.230127,-7.574,-0.3333,6.6247,-1.67997
sh.600200,2017-04-12,2016-12-31,2017-04-12,5235600000.0,2935860000.0,0.031521,3.48,0.105,276.631,-0.448085
sh.600202,2019-03-05,2018-12-31,2019-03-05,1676980000.0,616505000.0,-1.23828,3.44,0.0544,1.81139,1.24233
sh.600207,2022-02-26,2021-12-31,2022-02-26,4619740000.0,1883070000.0,0.888889,11.14,0.2431,0.457381,0.910798
sh.600213,2016-08-12,2016-06-30,2016-08-12,3060440000.0,81322300.0,0.251659,0.0,0.06,0.691748,1.35186
sh.600216,2018-03-13,2017-12-31,2018-03-13,9794650000.0,7307260000.0,-0.193551,3.7,0.28,0.696898,-0.432522
sh.600217,2018-03-06,2017-12-31,2018-03-06,4824040000.0,1682020000.0,0.055742,15.09,0.1568,0.0,0.566564
sh.600217,2020-03-17,2019-12-31,2020-03-17,5726940000.0,1804410000.0,0.26614,24.85,0.2883,0.043458,0.249963
sh.600219,2022-02-26,2021-12-31,2022-02-26,63269300000.0,42828200000.0,0.647059,8.17,0.28,0.288176,0.591222
sh.600226,2017-02-21,2016-12-31,2017-02-21,3371420000.0,1700570000.0,0.087422,15.2,0.22,0.610644,0.841895
sh.600233,2022-02-19,2021-12-31,2022-02-19,34527900000.0,22587000000.0,0.148524,11.18,0.6573,0.29289,0.261389
sh.600233,2022-07-08,2022-06-30,2022-07-08,36223500000.0,23908500000.0,1.52029,7.53,0.5154,0.289443,1.85191
sh.600233,2023-01-10,2022-12-31,2023-01-10,39268600000.0,26668900000.0,0.713041,15.91,1.1402,0.18582,0.783342
sh.600236,2015-01-16,2014-12-31,2015-01-16,22138900000.0,3913240000.0,0.161141,16.1,0.26,9.10138,1.89597
sh.600236,2015-07-15,2015-06-30,2015-07-15,21106500000.0,4234210000.0,0.170831,14.33,0.265,8.42293,1.57585
sh.600236,2022-10-12,2022-09-30,2022-10-12,43661000000.0,18815400000.0,1.08603,19.76,0.4001,0.347788,0.987384
sh.600237,2022-03-10,2021-12-31,2022-03-10,1775420000.0,1150540000.0,8.1,4.5375,0.091,0.181876,3.59584
sh.600238,2017-07-20,2017-06-30,2017-07-20,1669920000.0,857062000.0,0.08498,-0.82,-0.02,1.81565,0.788981
sh.600239,2015-04-04,2014-12-31,2015-04-04,33381800000.0,4033180000.0,0.149907,11.16,0.54,0.379222,0.170932
sh.600239,2021-07-30,2021-06-30,2021-07-30,50529300000.0,594323000.0,-1.38776,135.27,0.19,-0.400744,1.1785
sh.600242,2020-04-30,2019-12-31,2020-04-30,1775210000.0,627587000.0,-12.9667,-108.07,-3.231,-0.076722,0.0
sh.600252,2015-07-28,2015-06-30,2015-07-28,7225890000.0,5567460000.0,0.111401,10.17,0.535,14.0127,0.479216
sh.600256,2015-04-02,2014-12-31,2015-04-02,37636300000.0,10801300000.0,0.169869,16.38,0.3137,2.62096,0.735476
sh.600256,2021-03-11,2020-12-31,2021-03-11,54304800000.0,16803400000.0,-0.166455,8.17,0.1968,0.077771,-0.137441
sh.600256,2023-04-07,2022-12-31,2023-04-07,61575400000.0,28869000000.0,1.2461,45.05,1.7268,1.38926,1.25272
sh.600258,2016-10-17,2016-09-30,2016-10-17,17362300000.0,1228010000.0,0.388612,13.03,0.6788,22.9992,3.33729
sh.600258,2022-03-05,2021-12-31,2022-03-05,27005900000.0,11101100000.0,-1.11037,0.67,0.056,0.164942,1.00711
sh.600259,2015-03-05,2014-12-31,2015-03-05,3727200000.0,822897000.0,0.334618,2.57,0.07,9.80339,0.974403
sh.600259,2018-03-03,2017-12-31,2018-03-03,4351610000.0,1953860000.0,-0.019539,1.05,0.07,8.90008,1.56047
sh.600259,2022-04-14,2021-12-31,2022-04-14,5812490000.0,1821890000.0,1.70588,7.82,0.46,0.543401,1.64138
sh.600261,2020-02-21,2019-12-31,2020-02-21,6369810000.0,3731540000.0,0.230769,12.91,0.32,-0.052594,0.310226
sh.600266,2015-03-27,2014-12-31,2015-03-27,50351900000.0,15666000000.0,0.032687,13.1,1.11,331.508,-0.008617
sh.600267,2022-07-20,2022-06-30,2022-07-20,18833900000.0,7465440000.0,0.062992,4.3,0.27,-0.044559,0.063173
sh.600267,2023-04-20,2023-03-31,2023-04-20,18837300000.0,8317390000.0,0.681416,2.83,0.19,0.028997,0.628577
sh.600269,2023-01-19,2022-12-31,2023-01-19,34727800000.0,16861400000.0,-0.184211,4.34,0.31,0.05545,-0.07322
sh.600280,2018-02-09,2017-12-31,2018-02-09,17241600000.0,1857860000.0,0.104251,12.89,0.207,2.19897,0.920119
sh.600284,2015-02-06,2014-12-31,2015-02-06,14903500000.0,4748970000.0,-0.323659,7.3,0.5089,2.69441,-0.546437
sh.600284,2018-02-09,2017-12-31,2018-02-09,11177800000.0,5523550000.0,0.017668,6.9,0.5358,2.86564,-0.114045
sh.600284,2019-02-20,2018-12-31,2019-02-20,11811300000.0,5854430000.0,0.219754,8.0,0.4668,0.125863,0.164201
sh.600284,2020-03-10,2019-12-31,2020-03-10,14484700000.0,6126100000.0,-0.098543,6.84,0.4208,0.693619,-0.18907
sh.600284,2021-02-26,2020-12-31,2021-02-26,16683500000.0,6430400000.0,0.088878,7.09,0.4582,0.346786,0.148945
sh.600284,2022-03-03,2021-12-31,2022-03-03,21545900000.0,6812120000.0,0.202968,8.09,0.5512,0.36033,0.076529
sh.600284,2023-03-08,2022-12-31,2023-03-08,27097300000.0,7185360000.0,0.061139,8.13,0.5849,0.236029,0.049378
sh.600288,2016-04-15,2015-12-31,2016-04-15,3066220000.0,1487070000.0,0.002389,1.88,0.0632,21.4181,-1.50768
sh.600288,2017-04-12,2016-12-31,2017-04-12,3074920000.0,1504510000.0,0.001096,1.88,0.0643,0.001636,2.24026
sh.600288,2022-02-17,2021-12-31,2022-02-17,3632960000.0,1783900000.0,0.574809,5.19,0.2063,0.09205,0.1149
sh.600288,2022-10-19,2022-09-30,2022-10-19,3653110000.0,1847670000.0,0.783962,4.53,0.1891,-0.042185,1.5682
sh.600289,2020-04-29,2019-12-31,2020-04-29,2406340000.0,725403000.0,-2.02137,0.0,2.39,-0.414596,0.0
sh.600290,2017-04-10,2016-12-31,2017-04-10,6986450000.0,4109360000.0,-0.141498,-1.14,-0.06,0.795569,-1.5076
sh.600292,2015-01-27,2014-12-31,2015-01-27,8645040000.0,4757210000.0,0.043957,6.64,0.43,0.061257,-0.190091
sh.600292,2015-04-15,2015-03-31,2015-04-15,8469080000.0,4833550000.0,0.004769,1.59,0.13,11.2377,0.21802
sh.600292,2015-07-21,2015-06-30,2015-07-21,8916560000.0,4777020000.0,0.079934,4.8,0.38,11.2749,0.391188
sh.600292,2015-10-13,2015-09-30,2015-10-13,8717140000.0,4819810000.0,0.115961,6.46,0.45,0.045897,0.500019
sh.600292,2016-01-25,2015-12-31,2016-01-25,8549100000.0,4828970000.0,0.059421,5.82,0.4,0.013665,0.444003
sh.600292,2016-04-15,2016-03-31,2016-04-15,8413750000.0,4877700000.0,-0.018988,1.26,0.08,-0.1698,-0.203962
sh.600292,2017-01-24,2016-12-31,2017-01-24,8699030000.0,4871940000.0,-0.172526,3.13,0.19,-0.077768,-0.63314
sh.600292,2017-07-14,2017-06-30,2017-07-14,8837050000.0,4835040000.0,-0.036552,0.62,0.04,22.4713,-0.146878
sh.600292,2017-10-11,2017-09-30,2017-10-11,8956400000.0,4901480000.0,-0.025961,1.91,0.12,23.5256,-0.011551
sh.600292,2018-01-27,2017-12-31,2018-01-27,9062540000.0,4878010000.0,-0.054663,2.23,0.14,0.004802,0.479352
sh.600292,2018-04-12,2018-03-31,2018-04-12,9012040000.0,4901840000.0,0.002508,0.49,0.03,0.110852,0.000244
sh.600292,2018-07-14,2018-06-30,2018-07-14,8968390000.0,4870070000.0,0.010239,0.78,0.05,0.043806,-0.02049
sh.600292,2018-10-12,2018-09-30,2018-10-12,9099860000.0,4937330000.0,0.018838,2.2,0.14,0.122274,0.024535
sh.600292,2019-01-24,2018-12-31,2019-01-24,8872230000.0,4929760000.0,0.142857,2.56,0.16,0.123835,0.019793
sh.600292,2019-04-10,2019-03-31,2019-04-10,9140190000.0,4957200000.0,0.333333,0.61,0.04,0.361047,0.154899
sh.600292,2019-07-12,2019-06-30,2019-07-12,9136590000.0,4931500000.0,0.0,0.74,0.05,0.269963,0.049202
sh.600292,2019-10-15,2019-09-30,2019-10-15,9226100000.0,4998320000.0,-0.071429,2.08,0.13,0.182743,0.000207
sh.600292,2020-01-17,2019-12-31,2020-01-17,9069680000.0,5020360000.0,0.0,2.45,0.16,0.106365,-0.020749
sh.600292,2020-07-15,2020-06-30,2020-07-15,9439500000.0,5084460000.0,-0.2,0.56,0.04,-0.151853,-0.257058
sh.600292,2020-10-14,2020-09-30,2020-10-14,9612730000.0,5113890000.0,-0.461538,1.12,0.07,-0.16749,-0.401324
sh.600292,2022-03-10,2021-12-31,2022-03-10,10428400000.0,5125280000.0,1.33333,1.04,0.07,0.206582,0.299142
sh.600292,2022-07-16,2022-06-30,2022-07-16,10546000000.0,5143160000.0,-0.2,0.67,0.04,-0.077647,-0.104574
sh.600293,2020-04-30,2019-12-31,2020-04-30,6874370000.0,3877990000.0,-0.952151,0.3,0.0099,-0.661304,0.0
sh.600295,2022-03-05,2021-12-31,2022-03-05,49898600000.0,18583200000.0,3.0,37.93,4.28,0.573411,2.70711
sh.600297,2017-10-17,2017-09-30,2017-10-17,117224000000.0,26411300000.0,0.126392,11.39,0.4018,0.0,0.517414
sh.600297,2021-04-01,2020-12-31,2021-04-01,146906000000.0,40715000000.0,-0.40625,3.86,0.19,-0.070481,-0.488536
sh.600297,2023-04-18,2022-12-31,2023-04-18,126334000000.0,38919700000.0,-2.65,-6.61,-0.33,-0.157115,-1.78788
sh.600299,2018-01-26,2017-12-31,2018-01-26,21300000000.0,13160000000.0,-0.203343,10.51,0.49,0.0,-0.253918
sh.600299,2019-02-16,2018-12-31,2019-02-16,21500000000.0,13590000000.0,-0.306122,6.86,0.34,0.098077,-0.298319
sh.600299,2020-02-14,2019-12-31,2020-02-14,21127000000.0,13798000000.0,0.057143,7.24,0.37,-0.024785,-0.046791
sh.600299,2021-02-10,2020-12-31,2021-02-10,20618000000.0,13953000000.0,0.351351,9.97,0.5,0.0696,0.287602
sh.600299,2022-02-17,2021-12-31,2022-02-17,20906000000.0,14094000000.0,0.1,10.54,0.55,0.080521,0.009286
sh.600299,2023-02-16,2022-12-31,2023-02-16,21431000000.0,14934000000.0,-0.163636,8.71,0.46,0.128992,-0.272155
sh.600306,2019-04-03,2018-12-31,2019-04-03,1544400000.0,22578600.0,-2.54348,-147.47,-0.71,0.080673,-2.36561
sh.600306,2020-04-21,2019-12-31,2020-04-21,1417420000.0,-84483400.0,-0.15493,-336.16,-0.6,-0.000832,0.197608
sh.600306,2021-11-06,2021-12-31,2021-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.600307,2022-04-20,2022-03-31,2022-04-20,42250400000.0,13801800000.0,-0.977632,0.08,0.0017,0.050905,0.0
sh.600309,2017-02-15,2016-12-31,2017-02-15,50783900000.0,14822000000.0,0.957358,28.12,1.7,2.77296,1.00728
sh.600309,2019-03-01,2018-12-31,2019-03-01,76912700000.0,33778700000.0,-0.051345,36.82,3.88,0.141144,-0.051554
sh.600309,2022-03-09,2021-12-31,2022-03-09,190310000000.0,68498500000.0,1.45312,42.53,7.85,0.981914,1.48843
sh.600309,2023-02-14,2022-12-31,2023-02-14,200794000000.0,76801400000.0,-0.341401,22.76,5.17,0.137611,-0.325574
sh.600310,2015-03-12,2014-12-31,2015-03-12,9296680000.0,3817350000.0,-0.059514,1.08,0.1389,0.96405,0.250558
sh.600312,2015-01-28,2014-12-31,2015-01-28,9911540000.0,5868840000.0,0.259011,13.3309,0.6553,0.206221,0.745065
sh.600312,2016-07-06,2016-06-30,2016-07-06,12286900000.0,6083040000.0,0.20322,8.47,0.4615,0.59734,0.868672
sh.600312,2023-03-13,2022-12-31,2023-03-13,17846800000.0,9320000000.0,1.99425,2.3,0.1563,0.000104,1.79045
sh.600313,2015-03-26,2014-12-31,2015-03-26,2323980000.0,1139030000.0,0.184762,10.23,0.301,8584.31,-0.142355
sh.600315,2023-03-15,2022-12-31,2023-03-15,12318000000.0,7249480000.0,-0.278351,6.64,0.7,-0.070599,-0.277529
sh.600318,2017-08-09,2017-06-30,2017-08-09,6057010000.0,1312920000.0,-0.083101,3.04,0.08,2.35111,0.251835
sh.600318,2019-04-10,2018-12-31,2019-04-10,5644900000.0,1037840000.0,-1.17188,5.98,0.11,-0.157737,3.69626
sh.600320,2022-03-31,2021-12-31,2022-03-31,78332100000.0,14990200000.0,0.0,2.9,0.08,0.14667,0.193192
sh.600322,2016-04-14,2015-12-31,2016-04-14,24391000000.0,4542240000.0,-0.148203,0.1,0.0041,0.765274,-0.497684
sh.600323,2020-02-29,2019-12-31,2020-02-29,21125600000.0,6547940000.0,0.026316,14.44,1.17,0.275062,-0.033377
sh.600325,2016-01-29,2015-12-31,2016-01-29,91631800000.0,11716800000.0,0.04877,9.23,0.83,49.4625,0.15305
sh.600325,2019-03-15,2018-12-31,2019-03-15,182203000000.0,14848100000.0,0.407895,17.37,1.07,0.187523,0.2173
sh.600325,2020-01-20,2019-12-31,2020-01-20,234327000000.0,19701300000.0,0.203704,21.36,1.3,0.399102,0.411675
sh.600325,2022-01-15,2021-12-31,2022-01-15,357202000000.0,20595000000.0,0.155172,17.79,1.34,0.007881,0.046084
sh.600325,2023-01-20,2022-12-31,2023-01-20,402578000000.0,19792100000.0,-0.164179,13.48,1.12,0.153942,-0.098916
sh.600328,2022-07-22,2022-06-30,2022-07-22,17593500000.0,8696410000.0,0.812975,16.98,1.456,0.736398,1.1514
sh.600328,2023-04-10,2022-12-31,2023-04-10,19910600000.0,11171300000.0,0.243506,21.63,1.915,0.354054,0.468959
sh.600330,2017-02-24,2016-12-31,2017-02-24,4757770000.0,3597200000.0,0.056016,3.07,0.132,0.914898,3.3853
sh.600330,2018-03-28,2017-12-31,2018-03-28,5442570000.0,3726420000.0,0.054881,4.23,0.19,0.286158,1.0444
sh.600335,2015-01-06,2014-12-31,2015-01-06,32674300000.0,5094910000.0,0.166421,19.11,1.3994,0.207439,0.155002
sh.600335,2016-01-30,2015-12-31,2016-01-30,28696700000.0,5509590000.0,-0.586663,9.19,0.78,-0.290953,-0.523123
sh.600335,2017-01-20,2016-12-31,2017-01-20,22145100000.0,7018330000.0,0.119839,9.94,0.6225,-0.212711,0.487917
sh.600335,2022-10-13,2022-09-30,2022-10-13,30957300000.0,10769400000.0,0.32716,2.34,0.172,-0.114984,0.268999
sh.600338,2020-04-29,2019-12-31,2020-04-29,4231600000.0,2763820000.0,-0.504894,25.3,0.6829,0.117912,0.0
sh.600340,2021-04-28,2020-12-31,2021-04-28,488762000000.0,61980000000.0,-0.795789,7.27,0.97,-0.038029,-0.644662
sh.600346,2016-04-19,2015-12-31,2016-04-19,2897050000.0,412661000.0,-0.077716,-31.95,-0.36,0.651856,-0.392011
sh.600346,2016-07-19,2016-06-30,2016-07-19,17340500000.0,5079670000.0,0.028506,27.5,0.18,35.9725,5.15677
sh.600346,2021-04-06,2020-12-31,2021-04-06,191240000000.0,46993200000.0,0.333333,32.31,1.92,0.512141,0.356055
