证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
云南能投,2023-03-31,177649636.95,200096228.74,002053,318568586.98,651585025.31,0.099,2.64,7.3095,0.192944,30.709,51.11
德美化工,2023-03-31,-5065361.43,-37015586.07,002054,581947356.34,713892602.78,-0.281,-0.203,5.1769,-0.010507,-5.185,18.48
得润电子,2023-03-31,-39138954.81,-45716336.83,002055,1549744374.11,1805602744.38,-0.079,-1.402,4.6191,-0.064747,-2.532,14.17
横店东磁,2023-03-31,582885087.87,666995662.64,002056,3491592663.28,4631588993.98,0.307,7.498,4.7787,0.358321,14.401,24.61
中钢天源,2023-03-31,56140639.17,67961376.43,002057,477159862.69,606508782.42,-0.147,1.854,3.9896,0.073962,11.205,21.33
威尔泰,2023-03-31,-5983008.97,-6206530.74,002058,18855754.29,24758310.91,-0.074,-3.88,1.075,-0.041708,-25.068,23.84
云南旅游,2023-03-31,-20739180.85,-26332439.36,002059,84405244.72,104508494.71,-0.139,-1.126,1.8197,-0.020484,-25.196,19.24
粤 水 电,2023-03-31,205307130.85,266780269.58,002060,14721928562.48,15849312293.88,-0.869,2.003,3.0206,0.060496,1.683,7.11
浙江交科,2023-03-31,154153632.14,200181039.37,002061,6652583812.58,7131060364.52,-1.725,1.154,7.1929,0.083033,2.807,6.71
宏润建设,2023-03-31,146430222.17,213148965.34,002062,1293924459.59,1557767501.19,0.347,3.441,3.8594,0.132817,13.683,16.94
远光软件,2023-03-31,7775854.88,10588673.75,002063,210276104.9,456423800.06,-0.188,0.246,1.993,0.004898,2.32,53.93
华峰化学,2023-03-31,631434595.14,713793139.3,002064,5072971581.19,6191508828.17,0.016,2.655,4.7929,0.12724,11.529,18.07
东华软件,2023-03-31,137749343.41,125370029.4,002065,2119392714.98,2793633901.08,-0.11,1.221,3.52,0.042973,4.488,24.13
瑞泰科技,2023-03-31,22114463.91,44857093.81,002066,889411438.62,1066804683.81,-0.334,3.531,2.7112,0.095734,4.205,16.63
景兴纸业,2023-03-31,10600725.38,8704430.64,002067,1226777417.27,1274263511.89,0.089,0.192,4.5258,0.008879,0.683,3.73
黑猫股份,2023-03-31,-103955433.57,-104069323.81,002068,2190690957.9,2206223604.4,-0.618,-3.263,4.2602,-0.139027,-4.717,0.7
ST獐子岛,2023-03-31,-5205721.1,-5778097.92,002069,325552797.25,378543430.17,0.119,-9.76,0.075,-0.007321,-1.526,14.0
凯瑞德,2023-03-31,-801460.48,-803009.94,002072,68964938.5,71562882.03,0.053,-1.584,0.1376,-0.00218,-1.122,3.63
软控股份,2023-03-31,18647909.34,40387209.55,002073,912609059.87,1194346860.71,-0.003,0.383,5.0257,0.019234,3.382,23.59
国轩高科,2023-03-31,75609494.88,88399537.98,002074,5817511715.08,7177001038.7,0.034,0.319,13.3122,0.042504,1.232,18.94
沙钢股份,2023-03-31,51489574.57,90316041.84,002075,3683157892.67,3884224183.72,0.045,0.797,2.9266,0.023333,2.325,5.18
雪莱特,2023-03-31,432652.66,847974.95,002076,17847364.92,30464228.42,0.116,0.133,0.2916,0.000388,2.784,41.42
大港股份,2023-03-31,76550934.75,102131846.74,002077,110063516.46,121936175.19,0.011,2.353,5.6066,0.131905,83.758,9.74
太阳纸业,2023-03-31,565598946.62,573984900.29,002078,8480404025.19,9805029129.75,0.581,2.403,8.4227,0.202384,5.854,13.51
苏州固锝,2023-03-31,22881675.53,26979223.38,002079,630413575.5,731452072.25,-0.077,0.829,3.4173,0.028323,3.688,13.81
中材科技,2023-03-31,418512390.1,581811536.88,002080,3060112177.02,4255054095.29,-0.673,2.365,10.5443,0.249393,13.673,28.08
金 螳 螂,2023-03-31,273107770.08,326209994.82,002081,4364335369.56,5092858819.48,-0.498,2.14,4.8054,0.102853,6.405,14.3
万邦德,2023-03-31,27336957.81,24185412.27,002082,218340575.97,385228931.74,-0.178,1.009,4.3818,0.044219,6.278,43.32
孚日股份,2023-03-31,24906725.61,29438375.31,002083,1177382169.55,1330798088.33,0.033,0.661,4.5846,0.030279,2.212,11.53
海鸥住工,2023-03-31,-29051521.13,-31895408.77,002084,493435000.76,582260374.88,0.074,-1.582,2.8218,-0.044636,-5.478,15.26
万丰奥威,2023-03-31,223993563.31,351545205.24,002085,2840532391.55,3613758367.13,0.311,3.556,2.941,0.104593,9.728,21.4
ST东洋,2023-03-31,11069061.27,10994833.99,002086,61792798.13,135602385.62,-0.033,,-1.53,0.014635,8.108,54.43
新野纺织,2023-03-31,3041060.95,3854308.07,002087,824121103.9,951324035.58,-0.453,0.432,0.8623,0.003723,0.405,13.37
鲁阳节能,2023-03-31,98617758.05,110512757.28,002088,454953899.22,667347914.46,-0.121,3.31,5.8843,0.194769,16.56,31.83
*ST新海,2023-03-31,9569495.39,-1730283.71,002089,19363071.62,37619028.95,-0.001,0.963,0.7231,0.006961,-4.599,48.53
金智科技,2023-03-31,9132934.17,6896306.36,002090,295034000.95,387613556.37,-0.211,0.643,3.5133,0.022591,1.779,23.88
江苏国泰,2023-03-31,312148825.69,661561944.42,002091,6822588626.95,8122008518.48,0.443,2.171,8.5784,0.191785,8.145,16.0
中泰化学,2023-03-31,-321891309.26,-433942140.6,002092,9827539397.44,10706407934.32,-0.489,-1.267,9.7721,-0.123765,-4.053,8.21
国脉科技,2023-03-31,42837107.82,50177405.68,002093,29997227.31,103425163.31,-0.061,1.191,3.5703,0.042518,48.516,71.0
青岛金王,2023-03-31,20225650.96,15880160.35,002094,736708654.49,789502265.07,0.002,1.385,2.1142,0.029274,2.011,6.69
生 意 宝,2023-03-31,4233662.24,6730299.86,002095,149669353.0,166629159.76,-0.046,0.453,3.695,0.016752,4.039,10.18
南岭民爆,2023-03-31,129347968.89,164319675.32,002096,1320244038.54,1699946106.67,-0.242,2.47,4.6624,0.115151,9.666,22.34
山河智能,2023-03-31,30117304.92,24794527.07,002097,1322821184.25,1784718349.19,-0.653,0.659,4.2013,0.027701,1.389,25.88
浔兴股份,2023-03-31,16572408.13,18157755.26,002098,254221423.82,389164160.58,0.08,1.59,2.9113,0.046292,4.666,34.68
海翔药业,2023-03-31,42101946.61,44299883.65,002099,507044957.05,634047833.6,0.099,0.685,3.7994,0.026009,6.987,20.03
天康生物,2023-03-31,-14282251.76,10831007.05,002100,3549707162.09,3890843979.48,-0.387,-0.178,5.9324,-0.010544,0.278,8.77
广东鸿图,2023-03-31,77199417.16,85235465.51,002101,1311520391.83,1608931138.4,0.167,1.525,9.5732,0.145968,5.298,18.48
ST冠福,2023-03-31,85422238.32,111660745.06,002102,2840302642.64,2963154995.55,-0.05,2.163,1.4993,0.032433,3.768,4.15
广博股份,2023-03-31,35442430.84,33917198.61,002103,400979116.54,479391018.78,-0.133,4.377,1.5155,0.066338,7.075,16.36
恒宝股份,2023-03-31,34273369.8,43745027.1,002104,216267708.13,304497043.63,-0.101,1.721,2.8513,0.048932,14.366,28.98
信隆健康,2023-03-31,12528280.11,11882350.02,002105,216151006.19,271574492.33,0.217,1.287,2.641,0.033998,4.375,20.41
莱宝高科,2023-03-31,21422950.89,19897438.89,002106,1010796571.63,1152915703.25,0.326,0.429,7.0813,0.030352,1.726,12.33
沃华医药,2023-03-31,25449286.76,25228966.82,002107,57788565.81,235281203.05,0.054,3.297,1.3374,0.04409,10.723,75.44
沧州明珠,2023-03-31,82763445.15,91478948.27,002108,526588794.34,625439435.65,-0.056,1.593,3.1068,0.049479,14.626,15.8
兴化股份,2023-03-31,-114957597.71,-111517796.3,002109,702786081.97,630858656.52,-0.081,-2.565,4.2569,-0.109177,-17.677,-11.4
三钢闽光,2023-03-31,-66422427.31,-90155315.08,002110,11332465758.27,11969994461.97,-0.568,-0.313,8.6543,-0.027094,-0.753,5.33
威海广泰,2023-03-31,30598111.63,38699310.56,002111,330493040.48,473446073.41,-0.349,1.002,5.7129,0.057249,8.174,30.19
三变科技,2023-03-31,6701306.58,6854144.02,002112,189226828.14,236395184.33,-0.278,1.459,1.7521,0.02557,2.899,19.95
ST天润,2023-03-31,-16506529.92,-18791033.07,002113,33568842.06,47748068.03,-0.018,,-0.0548,-0.010928,-39.355,29.7
罗平锌电,2023-03-31,-6920884.12,-2756900.51,002114,327274933.59,348816815.46,0.392,-0.564,3.7976,-0.021401,-0.79,6.18
三维通信,2023-03-31,20324869.35,35977193.17,002115,3252918589.37,3394235709.1,0.094,0.847,2.959,0.025062,1.06,4.16
中国海诚,2023-03-31,51834850.93,59185139.92,002116,1046820429.82,1211284915.65,-0.803,3.043,3.9782,0.121047,4.886,13.58
东港股份,2023-03-31,46399690.27,55297562.7,002117,191469733.62,304514735.42,-0.221,2.957,2.8754,0.085033,18.159,37.12
紫鑫药业,2023-03-31,-207040423.63,-206833945.09,002118,8984890.49,13394698.97,0.002,-15.23,1.0614,-0.161654,-1544.148,32.92
康强电子,2023-03-31,19328616.47,18704855.36,002119,325461434.03,387418655.47,0.043,1.552,3.3182,0.051504,4.828,15.99
韵达股份,2023-03-31,358606392.61,509465109.82,002120,9367819761.23,10474591597.16,0.013,2.065,5.9828,0.123561,4.864,10.57
科陆电子,2023-03-31,-41620023.29,-60621066.87,002121,428793489.21,638649818.3,0.012,-6.762,0.437,-0.029552,-9.492,32.86
天马股份,2023-03-31,56054674.86,56521211.46,002122,152688098.72,198989809.2,-0.028,2.582,1.0905,0.028154,28.404,23.27
梦网科技,2023-03-31,11009438.57,11674953.56,002123,936333771.9,1035238617.77,0.108,0.32,4.2838,0.013724,1.128,9.55
天邦食品,2023-03-31,-663780161.59,-672933914.85,002124,2333594111.31,2173950218.46,0.134,-20.417,1.7677,-0.360908,-30.954,-7.34
湘潭电化,2023-03-31,40444662.16,49637587.71,002125,379524759.22,464219545.45,0.024,1.586,4.0505,0.064251,10.693,18.24
银轮股份,2023-03-31,126950573.92,165198851.97,002126,2039558804.96,2555046217.61,0.082,2.626,5.9488,0.160262,6.466,20.18
南极电商,2023-03-31,35651427.83,33539553.95,002127,518868625.16,610811531.76,-0.082,0.805,1.8044,0.014523,5.491,15.05
电投能源,2023-03-31,1617411584.81,2045315194.64,002128,4139304263.91,6843970382.32,0.603,5.532,13.0434,0.721552,29.885,39.52
TCL中环,2023-03-31,2253144621.35,2806329939.54,002129,13564408525.05,17618702733.57,0.321,5.65,12.3319,0.696751,15.928,23.01
沃尔核材,2023-03-31,103962144.24,126397678.34,002130,787235359.77,1142479673.44,0.083,2.311,3.5704,0.082516,11.063,31.09
利欧股份,2023-03-31,596691741.08,770065202.3,002131,4860306730.78,5194400022.86,0.061,4.89,1.8064,0.088336,14.825,6.43
恒星科技,2023-03-31,-4608027.18,-11644276.88,002132,840289362.73,932849855.6,0.229,-0.124,2.6541,-0.003288,-1.248,9.92
广宇集团,2023-03-31,83466209.48,260636937.03,002133,1391872381.18,1681182697.45,-0.229,2.055,5.2472,0.107817,15.503,17.21
天津普林,2023-03-31,7016643.82,7003193.92,002134,122183742.29,144703025.7,0.115,1.562,1.8272,0.02854,4.84,15.56
东南网架,2023-03-31,141198299.42,163763089.93,002135,2836613231.82,3188816102.1,-0.396,2.229,5.434,0.121143,5.136,11.04
安 纳 达,2023-03-31,30509080.15,42690921.83,002136,451824186.09,534884965.65,-0.596,2.562,5.538,0.141889,7.981,15.53
实益达,2023-03-31,17289034.13,21012746.46,002137,102028167.18,142965033.95,0.008,1.139,2.6296,0.029937,14.698,28.63
顺络电子,2023-03-31,80545761.9,130686907.16,002138,694918732.03,1024675233.07,0.136,1.478,6.7611,0.099893,12.754,32.18
拓邦股份,2023-03-31,96349704.8,89584087.37,002139,1558437466.85,1995012860.06,0.138,1.647,4.607,0.075894,4.49,21.88
东华科技,2023-03-31,71650773.81,83500412.66,002140,736905906.66,869287711.49,-0.455,1.895,5.3396,0.101176,9.606,15.23
贤丰控股,2023-03-31,4774983.01,5173787.86,002141,13672410.78,29298048.67,-0.005,0.416,1.0107,0.004208,17.659,53.33
宁波银行,2023-03-31,6598000000.0,7118000000.0,002142,,16553000000.0,22.163,3.784,24.1622,0.999153,43.001,
宏达高科,2023-03-31,17223917.74,19705509.83,002144,86002965.24,120153487.21,0.094,0.876,11.12,0.097441,16.4,28.42
中核钛白,2023-03-31,104502947.65,108263612.91,002145,1094909319.22,1232538930.88,0.002,0.851,3.1728,0.026996,8.784,11.17
荣盛发展,2023-03-31,-641634633.97,-216359985.61,002146,5200217762.26,6121035167.57,-0.088,-2.838,5.1995,-0.147565,-3.535,15.04
北纬科技,2023-03-31,1431471.64,2352117.08,002148,37187848.04,64492750.06,0.028,0.12,2.1344,0.002552,3.647,42.34
西部材料,2023-03-31,35147709.24,49989525.34,002149,581092560.88,719844953.66,-0.422,1.239,5.8116,0.071992,6.944,19.28
通润装备,2023-03-31,14722465.25,26417217.89,002150,250701875.04,317868444.46,0.017,0.927,4.453,0.041295,8.311,21.13
北斗星通,2023-03-31,20173278.95,-5298976.1,002151,752650571.72,989820164.97,-0.468,0.462,8.5115,0.039341,-0.535,23.96
广电运通,2023-03-31,235944942.5,305620097.9,002152,892722121.53,1474962867.0,-0.281,1.997,4.757,0.095009,20.721,39.47
石基信息,2023-03-31,10264892.4,11040365.12,002153,274637912.03,560870404.92,-0.047,0.138,3.5337,0.004889,1.968,51.03
报 喜 鸟,2023-03-31,255586126.25,320757163.73,002154,437851663.56,1290475906.5,0.103,6.099,2.8716,0.175139,24.856,66.07
湖南黄金,2023-03-31,106438032.49,119840499.32,002155,5329317236.14,5671570919.02,-0.026,1.791,4.9451,0.088548,2.113,6.03
通富微电,2023-03-31,4551383.81,-77287350.29,002156,4203108715.86,4641782943.17,0.686,0.033,9.1099,0.003008,-1.665,9.45
正邦科技,2023-03-31,-1178637052.52,-1219399592.01,002157,2880313489.62,2255605183.13,-0.09,,-3.2367,-0.369884,-54.061,-27.7
汉钟精机,2023-03-31,116488762.34,134557581.83,002158,435767809.39,690001095.55,-0.256,3.677,5.9241,0.217848,19.501,36.85
三特索道,2023-03-31,28717802.8,59138572.54,002159,52724436.69,159690524.48,0.338,2.482,6.5247,0.161972,37.033,66.98
常铝股份,2023-03-31,2812105.32,6167034.49,002160,1400453443.69,1575357559.19,-0.061,0.078,3.4711,0.002723,0.391,11.1
远 望 谷,2023-03-31,-9639283.89,-11877778.83,002161,64339493.7,105788832.26,0.028,-0.671,1.942,-0.01303,-11.228,39.18
悦心健康,2023-03-31,-7672898.23,-7621543.4,002162,167798139.49,221065012.52,-0.047,-0.768,1.0787,-0.008282,-3.448,24.1
海南发展,2023-03-31,-34062183.02,-52302574.15,002163,715335692.85,747013684.04,-0.317,-2.6,1.5506,-0.040312,-7.002,4.24
宁波东力,2023-03-31,8943952.15,11653307.44,002164,258647868.16,330417447.12,-0.16,0.69,2.4362,0.016806,3.527,21.72
红 宝 丽,2023-03-31,-20111801.39,-34291703.09,002165,462234025.37,561826047.69,0.153,-0.999,2.7385,-0.027353,-6.104,17.73
莱茵生物,2023-03-31,19937378.89,26222155.48,002166,193559495.1,252624843.19,-0.001,0.647,4.1504,0.026867,10.38,23.38
东方锆业,2023-03-31,9838927.05,9434852.4,002167,278806513.62,344389456.03,-0.07,0.674,1.8842,0.012693,2.74,19.04
惠程科技,2023-03-31,-20952924.26,-18198192.36,002168,23195806.58,45465569.6,-0.034,-792.199,0.0033,-0.026218,-40.026,48.98
智光电气,2023-03-31,103445031.69,121666838.45,002169,358324655.46,440586388.48,-0.172,3.036,4.325,0.13131,27.615,18.67
芭田股份,2023-03-31,71847128.14,63156091.87,002170,642884969.42,793527623.73,0.2,3.171,2.5466,0.08074,7.959,18.98
楚江新材,2023-03-31,94691700.78,119953216.62,002171,9180423121.84,9579626978.11,-0.892,1.51,4.5509,0.070955,1.252,4.17
澳洋健康,2023-03-31,36326684.73,41107031.09,002172,472812435.75,543869982.7,-0.158,45.076,0.1052,0.04744,7.558,13.07
创新医疗,2023-03-31,-2159886.0,-224986.2,002173,175146837.6,204206456.23,0.027,-0.114,4.1983,-0.004767,-0.11,14.23
游族网络,2023-03-31,42849833.45,43879058.51,002174,285507705.27,473871237.13,-0.1,0.947,4.8127,0.046786,9.26,39.75
东方智造,2023-03-31,748478.19,1360430.7,002175,36619653.69,50402087.17,-0.007,0.153,0.3835,0.000586,2.699,27.34
江特电机,2023-03-31,50648141.71,77556176.18,002176,534009806.85,700303526.83,-0.056,1.173,2.5295,0.029683,11.075,23.75
*ST御银,2023-03-31,11069230.46,12278506.17,002177,6735459.44,18033834.39,0.006,0.654,2.2248,0.014542,68.086,62.65
延华智能,2023-03-31,1907139.81,2486266.61,002178,106506368.98,139770245.29,-0.136,0.45,0.595,0.002678,1.779,23.8
中航光电,2023-03-31,993316742.83,1169337063.47,002179,3231357865.75,5342014790.7,-0.271,5.293,11.5082,0.609096,21.889,39.51
纳思达,2023-03-31,211591241.71,442998352.8,002180,4245489121.74,6519297135.27,-0.184,1.319,11.3297,0.149424,6.795,34.88
粤 传 媒,2023-03-31,-9012079.03,-8657580.94,002181,72438249.79,101668365.72,-0.071,-0.201,3.8568,-0.007762,-8.516,28.75
云海金属,2023-03-31,50623824.59,58761814.8,002182,1522914445.43,1693750533.06,0.291,1.27,6.1652,0.078314,3.469,10.09
怡 亚 通,2023-03-31,30079210.0,29136154.0,002183,18949674986.0,19800821575.0,0.161,0.338,3.4249,0.011582,0.147,4.3
海得控制,2023-03-31,20021249.77,23771416.13,002184,505577931.35,609497642.18,-0.25,1.53,3.7178,0.056893,3.9,17.05
华天科技,2023-03-31,-106370486.95,-139824859.6,002185,2149610512.91,2238999876.69,0.053,-0.68,4.8793,-0.033194,-6.245,3.99
全 聚 德,2023-03-31,9174028.5,8934220.08,002186,263546227.46,319634209.69,0.064,1.21,2.4586,0.029741,2.795,17.55
广百股份,2023-03-31,32908369.53,47962824.19,002187,1353887114.71,1722333013.48,0.114,0.821,5.6906,0.046742,2.785,21.39
中天服务,2023-03-31,8049131.36,11124841.53,002188,52896506.56,73329881.56,-0.061,6.718,0.4096,0.027515,15.171,27.87
中光学,2023-03-31,-65323479.5,-67762173.51,002189,545909618.63,575865452.27,-0.154,-5.102,4.8919,-0.249586,-11.767,5.2
成飞集成,2023-03-31,2530519.16,12507357.8,002190,296781646.94,340205015.47,-0.03,0.078,9.0479,0.007054,3.676,12.76
劲嘉股份,2023-03-31,159809378.19,187461981.31,002191,725723088.66,1040375412.62,0.189,2.121,5.1232,0.108648,18.019,30.24
融捷股份,2023-03-31,62088015.76,48747357.43,002192,121627737.6,193610981.82,-0.904,1.969,12.1465,0.239117,25.178,37.18
如意集团,2023-03-31,-31835062.59,-33383063.64,002193,65934518.28,70877661.75,-0.12,-1.266,9.6068,-0.12164,-47.1,6.97
武汉凡谷,2023-03-31,44683419.83,54172292.23,002194,371370146.67,500922459.81,0.058,1.623,4.0276,0.06538,10.815,25.86
二三四五,2023-03-31,110312676.06,134224914.94,002195,55961196.21,143161104.99,0.007,1.16,1.6617,0.019269,93.758,60.91
方正电机,2023-03-31,8171973.9,7818438.68,002196,372613853.49,445480311.19,0.408,0.646,2.5354,0.016386,1.755,16.36
证通电子,2023-03-31,15315528.74,19798169.71,002197,200370103.46,301846342.12,0.17,0.603,4.1365,0.024929,6.559,33.62
嘉应制药,2023-03-31,12185969.05,13120025.47,002198,44407735.68,128497088.51,-0.002,1.645,1.4593,0.024011,10.21,65.44
东晶电子,2023-03-31,-13924409.49,-13889110.66,002199,32151771.77,38724436.49,-0.037,-3.951,1.4477,-0.057198,-35.867,16.97
ST交投,2023-03-31,1502922.42,651992.32,002200,96391405.26,119875605.77,-0.439,2.844,0.287,0.008162,0.544,19.59
正威新材,2023-03-31,8332675.85,11435087.63,002201,261058549.56,331493274.52,0.013,0.792,1.6153,0.012787,3.45,21.25
金风科技,2023-03-31,1234730532.58,1894122309.77,002202,4160412358.59,5564585932.57,-1.784,3.14,8.5986,0.292239,34.039,25.23
海亮股份,2023-03-31,333499461.03,379964496.02,002203,18676598627.51,19442473399.95,-1.661,2.548,6.2848,0.167886,1.954,3.94
大连重工,2023-03-31,114174252.42,134695741.91,002204,2148302646.63,2632930746.11,-0.134,1.682,3.5147,0.059116,5.116,18.41
国统股份,2023-03-31,-52784167.53,-56899641.06,002205,31828578.1,38706889.88,-0.679,-7.355,3.8618,-0.284025,-147.001,17.77
海 利 得,2023-03-31,67270435.71,80706530.87,002206,1166526982.39,1351017676.78,0.143,1.877,3.0685,0.057607,5.974,13.66
准油股份,2023-03-31,-11465535.44,-11473792.46,002207,38696546.91,29073986.92,0.039,-12.221,0.358,-0.043752,-39.464,-33.1
合肥城建,2023-03-31,29174195.01,72348392.46,002208,824036359.86,1007787529.88,1.023,0.453,8.0206,0.036318,7.179,18.23
达 意 隆,2023-03-31,-9782356.37,-16305741.78,002209,94178875.52,127051213.62,0.152,-1.681,2.981,-0.050103,-12.834,25.87
飞马国际,2023-03-31,573277.81,2327244.51,002210,60357486.46,74591694.81,0.002,0.215,0.1003,0.000215,3.12,19.08
ST宏达,2023-03-31,-3459766.79,-3476222.24,002211,50957718.42,54804191.33,0.006,-3.88,0.2062,-0.008,-6.343,7.02
天融信,2023-03-31,-91251895.53,-151879235.88,002212,257390239.69,468507963.66,-0.043,-0.938,8.2122,-0.077017,-32.418,45.06
大为股份,2023-03-31,813713.53,1671154.97,002213,95795766.28,106302822.88,-0.145,0.121,2.8492,0.003448,1.572,9.88
大立科技,2023-03-31,-46162375.44,-67141896.73,002214,20470060.22,40687002.25,-0.138,-2.036,3.7833,-0.077035,-165.021,49.69
诺 普 信,2023-03-31,218389369.65,235091588.34,002215,863657062.26,1345726874.65,-0.25,5.612,3.9106,0.219478,17.469,35.82
三全食品,2023-03-31,279299453.25,357259143.83,002216,1701652066.79,2372685088.36,-0.31,6.707,4.7365,0.31768,15.057,28.28
合力泰,2023-03-31,-442368653.46,-443548260.09,002217,1899139560.44,1843622217.43,0.067,-8.767,1.6192,-0.141948,-24.059,-3.01
拓日新能,2023-03-31,12106116.88,13949659.99,002218,168955932.9,237718534.86,0.003,0.286,2.9975,0.008568,5.868,28.93
新里程,2023-03-31,21574245.31,24812757.08,002219,544131736.3,778180614.02,0.011,1.075,0.5933,0.00638,3.189,30.08
东华能源,2023-03-31,51849496.68,55444212.16,002221,6789369865.71,7160346792.12,-0.209,0.501,6.573,0.032897,0.774,5.18
